Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])
1005561	14.9100708326	-33.6243888887	4716	1.53774313132	-2.05398087881	0.0509385823489	0.403368589265	-2.0437109318	0.235416354396
1005758	14.9151000023	-33.581694444	4750	1.5	-1.5	0.0	0.20000000298	-2.78638902084	0.751645630546
1005921	14.9180208365	-33.6017694444	4249	0.732410669327	-1.66040795782	0.00886770756262	0.14969239915	-1.88561695181	0.0691460587993
1005940	14.9186041673	-33.5982750003	4413	0.943293074767	-2.48293764251	0.025064701359	0.445744575006	-2.55707328428	0.107505745546
1006511	14.9301083406	-33.6170777778	4822	1.95885475477	-1.36140018934	0.0442325222991	-0.0839247585108	-3.28705547629	1.23447648267
1006600	14.9328583399	-33.5860777778	4913	2.19712440173	-1.11876081172	0.046806097485	-0.181172923192	-2.47838633404	0.503882215895
1006649	14.9346791744	-33.5615694449	4685	1.32528181871	-2.30532837934	0.0455402425971	0.321215726298	-2.3261987467	0.189060671365
1007241	14.9463250001	-33.6058805556	4869	2.16712911924	-1.76453811377	0.0840546913404	0.34983260159	-1.31588251136	0.188581312154
1007346	14.9483541648	-33.611686111	4894	1.59526264668	-2.71440812685	0.107959511233	0.151606537723	-3.26537685143	0.66007888276
1007356	14.9485374928	-33.6172055556	5805	2.49827512105	-1.13600078274	0.180994378241	-0.305564438417	-5.17858976959	576.287804775
1007747	14.9565499942	-33.5932888889	4811	1.9026042223	-1.5316897754	0.0477322302774	0.0708320643074	-3.15899718207	0.839596647763
1007948	14.960329167	-33.6029611111	4861	2.20208319028	-1.30252470237	0.0502645161714	-0.268718515047	-1.79065770157	0.293695531977
1007989	14.9600958347	-33.6344555555	4958	2.12443685532	-1.21590617232	0.0483769693473	0.101084621894	-1.93162654129	0.313874736493
1008035	14.9617291609	-33.6057055558	4525	1.25904405117	-1.18085393113	0.00939822367249	-0.1021952174	-1.61289521444	0.127568585941
1008106	14.9624625047	-33.6434333335	4668	1.68256100019	-2.18574120809	0.0530244936759	0.324499667126	-2.16376456551	0.190694941056
1008200	14.965049998	-33.614358333	5379	2.40669306119	-1.40020935083	0.126903896466	-0.426901337791	-2.22697116985	0.756885544652
1008375	14.9672541618	-33.6707111112	4893	2.1936870416	-2.35189812006	0.177936359569	0.276875121266	-2.18251537271	0.527858948311
1008462	14.9693458398	-33.6489250003	4569	1.43581950665	-1.79729278987	0.0227983025391	0.0547038982968	-1.90154343741	0.108538053736
1008563	14.9708666643	-33.6552249999	4177	0.567621290684	-1.26369372657	0.00601935995801	-0.0864155876068	-1.01779377608	0.189927072959
1008739	14.9749291738	-33.6283333333	4386	0.988455017408	-4.80000019073	-0.0	0.497359639113	-2.10696857876	0.171360103951
1008832	14.976954174	-33.6314666663	4643	1.10340420405	-1.21216347212	0.00743143819556	-0.096093469126	-1.48914710187	0.0969123182112
1008881	14.9787875017	-33.6039305554	6050	2.51180330912	-1.69999983571	0.193012717048	0.247570483356	-5.35366690178	768.247585216
1009023	14.9796166738	-33.6666666667	4903	2.09308274587	-1.34091727327	0.0603666059177	0.117744109116	-1.23862920992	0.217258897543
1009348	14.9863249938	-33.6418388891	4707	1.5202340285	-1.43384198152	0.0189120570363	-0.289620300984	-7.56718547054	20248.2427608
1009387	14.9865874926	-33.657902778	4640	1.52605807781	-1.44494657702	0.0289630490448	0.105914739199	-1.52151470843	0.119451187342
1009505	14.9906708399	-33.5947999997	4841	2.33048510551	-1.93704616931	0.118552332836	0.232034392827	-0.878248816099	0.295682205518
1009510	14.9886666616	-33.6755444442	4698	1.75837270419	-1.73498415248	0.0449569550553	0.165318950362	-1.90724425049	0.191372620533
1009538	14.9899875005	-33.642311111	4415	1.0120182236	-1.66764341946	0.0115507423278	0.0954810201292	-1.93682861893	0.0793020545217
1009627	14.9923666636	-33.6339388889	5043	2.11190867424	-1.95272166559	0.0978784027404	0.150531414365	-2.94683043421	0.911165529747
1009708	14.9926458359	-33.6749833335	4901	1.94520425797	-1.85717805298	0.0642973274311	0.295211832695	-1.80652972308	0.19493000705
