Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])	chisq(reduced)
1003702	14.948537492752074	-33.61720555557145	4785.0	1.5750349362691245	-1.8080523863842912	0.0503789343238285	0.30883268824288984	-2.3260382528323387	0.19014881583687976	0.9179559276560019
1005940	14.948537492752074	-33.61720555557145	4540.0	0.9432930747667947	-2.2389305685231045	0.02350178556693351	0.2927404640618113	-3.071928907496188	0.28594675185372265	2.771641847526392
1007989	14.948537492752074	-33.61720555557145	4974.0	2.1244368553161617	-1.2998695724471787	0.06385925290430373	0.22136693638136865	-1.52681826635384	0.1998871536751802	0.6036568616520734
1009387	14.948537492752074	-33.61720555557145	4722.0	1.5260580778121946	-1.345615737823372	0.02851095586763341	0.013894442566717104	-1.7795242661917963	0.18286690609688905	1.6109933536632683
1009510	14.948537492752074	-33.61720555557145	4802.0	1.7583727041880288	-1.6665100110746072	0.04246474969908626	0.20247001523118122	-1.966024529541782	0.17776121188766195	1.1081202556111467
1011529	14.948537492752074	-33.61720555557145	4635.0	1.286425272623698	-1.3419605010612807	0.015825025748568783	-0.02161129581467202	-1.7253509225275927	0.10978129157877904	3.169740528002937
1014514	14.948537492752074	-33.61720555557145	4870.0	1.4844967524210608	-1.4834805019406048	0.03637529999592647	0.19748002699531642	-1.758862419243036	0.1870736075221757	1.386011388392022
1004020	14.948537492752074	-33.61720555557145	4910.0	2.114140431086222	-1.1982251738079346	0.08433741692181594	-0.13054789038106548	-1.5485507279148594	0.24635310127814614	0.6423120477002606
1004084	14.948537492752074	-33.61720555557145	5038.0	2.0810685952504473	-2.2939357521403094	0.18519902821437892	0.9584310357210694	-1.6313268120635904	0.25490437764955953	0.7732703782353393
1004448	14.948537492752074	-33.61720555557145	4804.0	1.4180070956548054	-1.73055589829705	0.03997723103045516	0.13474357086145516	-2.314035345808764	0.18890673463076255	1.7990104715136384
