Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])	chisq(reduced)
1003702	14.86968333721161	-33.64909999953376	4660	1.5750349362691245	-1.9480523863842911	0.0	0.30883268824288984	-1.972170287651271	0.11250691661999518	0.9163507877151941
1005940	14.91860416730245	-33.59827500025432	4415	0.9432930747667947	-2.3889305685231044	0.0	0.2927404640618113	-2.8219173233610495	0.08811292764858489	1.6780235105133483
1007989	14.960095834732053	-33.63445555554496	4849	2.1244368553161617	-1.4198695724471788	0.0	0.22136693638136865	-1.8591017609328908	0.15479298860713456	0.6515702194192152
1009387	14.986587492624919	-33.657902777989705	4597	1.5260580778121946	-1.4956157378233719	0.0	0.013894442566717104	-1.8153021655645543	0.08450832785437373	1.2098556799350966
1009510	14.988666661580403	-33.67554444419013	4677	1.7583727041880288	-1.7965100110746073	0.0	0.20247001523118122	-1.8770333177245473	0.07973773313162837	0.8922493548374011
1011529	15.026475000381469	-33.749336111280655	4510	1.286425272623698	-1.4819605010612809	0.0	-0.02161129581467202	-1.9290525657100401	0.06229645528965281	1.8187001785767685
1014514	15.082349999745688	-33.786055555608534	4745	1.4844967524210608	-1.6034805019406047	0.0	0.19748002699531642	-1.820884147854039	0.10252715032287829	1.2465641427957446
1003967	14.876837499936421	-33.60137222223812	4523	1.1065244674682617	-2.681903512733522	0.0	0.4308135825761973	-2.8027701366535553	0.13497992569241657	1.571960417248779
1004448	14.886570835113524	-33.60303055551317	4679	1.4180070956548054	-1.87055589829705	0.0	0.13474357086145516	-2.0685252639141067	0.08183534913132866	1.3161237803046903
1004645	14.8901833375295	-33.63171388838026	4658	1.7639431158701577	-1.2648144909581798	0.0	0.14963683752407594	-1.6362175158640158	0.10069160581289822	0.8886466132754697
1004931	14.896791664759318	-33.62529999997881	4592	1.4766577084859211	-1.9755206341465665	0.0	0.21600490272563555	-2.25663380944427	0.0906971778634197	1.0819881030915746
1005457	14.908825000127157	-33.585533333354526	3968	0.7678022185961404	-1.4592680596354388	0.0	-0.7133667469016465	-1.9866752443892004	0.06538280240715877	6.232522397684064
1005651	14.91223333676656	-33.60376111110052	4417	1.2285461823145547	-1.5150737965009364	0.0	0.10997019451051325	-1.5656539476908957	0.06382398162230239	2.572021066140588
1005983	14.917945830027262	-33.66244166692098	4676	1.6471263964970904	-1.812242151676655	0.0	0.3529942354237362	-1.9368587447594785	0.11904228394058472	1.029916761429396
1006240	14.92396249771118	-33.65339999993642	4941	2.250396410624186	-1.2885335791310222	0.0	-0.13501934289731715	-1.7090691120521526	0.17938051259983787	0.7099492896250622
1006400	14.927324994405112	-33.63797777758704	4357	0.9453356266021729	-1.2573971415834888	0.0	-0.14737760650555334	-1.628275079297308	0.049859644839867184	2.665749516400575
1007258	14.945141665140788	-33.66393333329095	4440	1.2162104845046997	-1.722525855380217	0.0	0.12443092102802465	-2.0570768382971982	0.07697102438719305	2.5148793161077885
1007749	14.95445416768392	-33.67136666668786	4926	2.1376816431681314	-1.114533578275711	0.0	0.014714229692480029	-1.7004532436082505	0.17410479141292273	1.1727246969222658
1007815	14.955362494786579	-33.688094444274896	4674	1.5649330218633013	-1.318804887788533	0.0	-0.177970117965656	-1.630719866363907	0.07326424263997569	1.4089015503567415
1008349	14.966258335113524	-33.69606666670905	4533	1.419603705406189	-1.0983850714241512	0.0	0.019771284024862	-1.4965084191563955	0.08003519916808202	2.752869559557073
1008361	14.967175006866453	-33.6726027780109	4795	1.7794153292973836	-1.5913298032917365	0.0	0.10981490558799276	-1.9117753129941852	0.08774388453459878	1.0804607382717775
1008390	14.96662082672119	-33.71	4510	1.1070965925852456	-1.4498805054567259	0.0	0.018951332006142466	-1.8218160432810246	0.07596866477523542	1.9309247829940352
1008579	14.96951249440511	-33.717777777777776	4597	1.5169155995051065	-1.80661311527658	0.0	0.1414173045281664	-1.9075413231692127	0.07285165882221384	1.5598494827144949
1008651	14.970199998219806	-33.744341666963365	4487	1.1897124846776326	-1.1696851458373771	0.0	-0.038825274827921995	-1.3718441542542694	0.05966181122637263	2.8058306687987993
1008833	14.975883340835571	-33.67412222226461	4260	0.6612613995869954	-1.2849704375171522	0.0	-0.039991951186388375	-1.5125255230356949	0.05133684910290475	5.504868706936941
1009527	14.987366660435995	-33.737938888867696	4428	1.1705172856648762	-1.1418639341085322	0.0	-0.04641162408240032	-1.5331691893227322	0.05551883478400919	2.479434420515977
1009698	14.991258335113526	-33.72247777779897	4543	1.368351618448893	-1.6810719239086378	0.0	0.14574464849985846	-1.8259120564069429	0.05445916497990774	1.3518491697713653
1009925	14.995270840326945	-33.72800833384196	4716	1.8710726896921794	-1.9576206465435249	0.0	-0.09062109160904976	-2.3053463736366298	0.12344026919144305	0.9405065736223691
1009948	14.995937506357828	-33.724022222095066	4574	1.5812433958053587	-1.6091656139244608	0.0	-0.048275007977877066	-1.9545715747298347	0.08331585769520074	1.4112223586463395
1010084	14.998783334096272	-33.71023055606418	4824	1.9065037568410235	-1.961955041766456	0.0	0.16736609695980043	-1.9416117175230412	0.11319810894580383	1.065011002705663	
