apstar_id,apogee_id,ra,dec,teff,logg,fparam_logvmicro,fparam_m_h,fparam_alpha_m,mn_fe,mn_fe_err
apogee.apo25m.s.stars.4230.2M21331478+1158322,2M21331478+1158322,323.311613,11.975619,5019.745,3.282207,-0.24804,-0.68712,0.11407,-0.2088736,0.05519913
apogee.apo25m.s.stars.4230.2M21331710+1156173,2M21331710+1156173,323.321261,11.938139,4393.154,2.497364,-0.1513,-0.2335,0.14136,-0.1251636,0.02226057
apogee.apo25m.s.stars.4230.2M21332845+1200320,2M21332845+1200320,323.368576,12.008911,4665.366,2.537585,0.1226,-0.25614,0.10764,-0.162068,0.04531805
apogee.apo25m.s.stars.4230.2M21332956+1221046,2M21332956+1221046,323.373171,12.3513,4908.178,3.286116,0.03708,-0.10686,0.074168,-0.08442022,0.02457299
apogee.apo25m.s.stars.4230.2M21333569+1231314,2M21333569+1231314,323.398712,12.525389,4859.788,2.949136,0.15113,-0.22892,0.079408,-0.05620687,0.02590094
apogee.apo25m.s.stars.4230.2M21334161+1209529,2M21334161+1209529,323.423377,12.164715,4649.383,2.540139,-0.065303,-0.4424,0.24357,-0.1491773,0.04190096
apogee.apo25m.s.stars.4230.2M21335317+1225329,2M21335317+1225329,323.47155,12.425829,4818.071,3.035156,-0.033781,-0.15203,0.15383,-0.1104697,0.02446596
apogee.apo25m.s.stars.4230.2M21335865+1202590,2M21335865+1202590,323.494391,12.049737,4866.017,2.858335,-0.076143,-0.38002,0.19228,-0.1521974,0.03056467
apogee.apo25m.s.stars.5110.2M21261926+1209516,2M21261926+1209516,321.580276,12.164347,4918.015,3.126444,0.12013,-0.26391,0.25614,-0.1156376,0.04307633
apogee.apo25m.s.stars.5110.2M21262174+1205340,2M21262174+1205340,321.590623,12.092794,4942.936,3.262143,-0.034212,-0.38215,0.30586,-0.1839513,0.06183928
apogee.apo25m.s.stars.5110.2M21263865+1225092,2M21263865+1225092,321.661056,12.419225,4917.618,3.207716,-0.025259,-0.051175,0.11909,-0.1057235,0.04939102
apogee.apo25m.s.stars.5110.2M21270170+1225086,2M21270170+1225086,321.757105,12.419069,4940.831,3.372869,0.087108,0.0042167,0.14631,-0.04283645,0.03795012
apogee.apo25m.s.stars.5110.2M21272420+1137300,2M21272420+1137300,321.850874,11.625026,4864.787,3.499637,0.10586,0.34559,0.039259,0.1036717,0.0387702
apogee.apo25m.s.stars.5110.2M21272806+1253349,2M21272806+1253349,321.86692,12.893055,4612.725,2.601743,0.11706,-0.11098,0.20839,0.03716397,0.04695607
apogee.apo25m.s.stars.5110.2M21273493+1242426,2M21273493+1242426,321.895551,12.711835,4953.22,2.41018,0.14756,-0.58916,0.21415,0.09395099,0.07089233
apogee.apo25m.s.stars.5110.2M21274034+1150026,2M21274034+1150026,321.918114,11.834073,5055.208,3.512922,0.17487,-0.075773,0.1733,0.01190548,0.05470087
apogee.apo25m.s.stars.5110.2M21274394+1147517,2M21274394+1147517,321.933107,11.797717,4932.818,3.135802,0.023364,-0.44485,0.32561,-0.02941418,0.06379759
apogee.apo25m.s.stars.5110.2M21274807+1136205,2M21274807+1136205,321.950326,11.605721,4754.977,2.508143,0.15144,-0.27019,0.27817,-0.1336194,0.0533833
apogee.apo25m.s.stars.5110.2M21280861+1119318,2M21280861+1119318,322.035901,11.325514,5055.705,2.966245,0.18905,-0.64972,0.15077,-0.2631244,0.0719898
apogee.apo25m.s.stars.5110.2M21282551+1241098,2M21282551+1241098,322.106325,12.686083,4853.63,3.12647,0.17292,0.11176,0.086876,0.03971991,0.04261368
apogee.apo25m.s.stars.5110.2M21283786+1214341,2M21283786+1214341,322.157779,12.242824,4467.423,2.433491,0.1133,0.20443,0.089739,-0.006751105,0.01784113
apogee.apo25m.s.stars.5110.2M21285197+1210478,2M21285197+1210478,322.216571,12.179954,5032.039,2.991935,-0.12046,-0.11121,0.13426,-0.08902624,0.05368246
apogee.apo25m.s.stars.5110.2M21291346+1115346,2M21291346+1115346,322.306102,11.259632,4673.839,2.440184,0.11347,-0.56322,0.28116,-0.3171823,0.04150387
apogee.apo25m.s.stars.5110.2M21291891+1124091,2M21291891+1124091,322.328819,11.402544,4859.864,3.26987,-0.011164,0.0053074,0.10271,-0.1410812,0.04278548
apogee.apo25m.s.stars.5110.2M21292845+1208148,2M21292845+1208148,322.368565,12.137472,5041.911,3.198844,-0.010203,-0.38707,0.15032,-0.1698793,0.05721306
apogee.apo25m.s.stars.5110.2M21293612+1300547,2M21293612+1300547,322.40052,13.015222,4760.389,2.250151,0.099317,-0.8102,0.31059,-0.2763694,0.04211511
apogee.apo25m.s.stars.5110.2M21293851+1208051,2M21293851+1208051,322.410462,12.134755,4800.31,2.295167,0.18338,-0.60789,0.2532,-0.2017626,0.07175653
apogee.apo25m.s.stars.5110.2M21294340+1237503,2M21294340+1237503,322.430844,12.630655,4959.488,3.416487,0.0099126,0.027595,0.050497,-0.03295946,0.04870537
apogee.apo25m.s.stars.5110.2M21295814+1256327,2M21295814+1256327,322.492277,12.942442,4584.674,1.990485,0.17471,-0.70712,0.28628,-0.1722388,0.05072977
apogee.apo25m.s.stars.5110.2M21300179+1251514,2M21300179+1251514,322.507465,12.864279,5036.243,3.298912,0.022911,-0.33612,0.18458,-0.01891491,0.0558257
apogee.apo25m.s.stars.5110.2M21300389+1227502,2M21300389+1227502,322.516241,12.463968,5037.776,3.570695,0.074926,-0.0046568,0.042239,-0.00472023,0.04673642
apogee.apo25m.s.stars.5110.2M21300444+1143483,2M21300444+1143483,322.518519,11.730098,4904.381,2.893662,0.015699,-0.49349,0.28202,-0.1324469,0.06409473
apogee.apo25m.s.stars.5110.2M21301559+1235285,2M21301559+1235285,322.564999,12.59125,4832.485,2.948915,-0.084475,-0.4388,0.17976,-0.1279851,0.05402885
apogee.apo25m.s.stars.5110.2M21302085+1123387,2M21302085+1123387,322.586914,11.394107,4603.021,2.325562,0.15381,-0.27965,0.10339,-0.1389501,0.03231279
apogee.apo25m.s.stars.5110.2M21302127+1119435,2M21302127+1119435,322.588635,11.328755,4927.103,3.027079,-0.020379,-0.35841,0.25867,-0.1703081,0.02848447
apogee.apo25m.s.stars.5110.2M21303123+1247172,2M21303123+1247172,322.630127,12.788136,5080.878,3.113704,-0.019821,-0.58084,0.22675,-0.1858684,0.06971446
apogee.apo25m.s.stars.5110.2M21303460+1251280,2M21303460+1251280,322.6442,12.857788,4552.482,3.653059,-0.22233,-0.23757,0.052452,-0.08459386,0.06019386
apogee.apo25m.s.stars.5110.2M21303533+1206544,2M21303533+1206544,322.647227,12.115135,4323.273,1.80341,0.17945,-0.41511,0.28155,-0.294228,0.03406292
apogee.apo25m.s.stars.5110.2M21303963+1205235,2M21303963+1205235,322.665162,12.089869,4723.113,3.022953,0.10348,0.19214,0.1081,-0.05421889,0.02006206
apogee.apo25m.s.stars.5110.2M21304797+1125599,2M21304797+1125599,322.699884,11.433317,4745.283,3.023147,-0.11996,0.055073,0.18754,-0.1007478,0.04687537
apogee.apo25m.s.stars.5110.2M21311675+1229510,2M21311675+1229510,322.819828,12.497517,4695.56,2.469404,0.054604,-0.43472,0.29389,-0.35434,0.05865407
apogee.apo25m.s.stars.5110.2M21312014+1306353,2M21312014+1306353,322.833955,13.109824,4833.891,2.832367,-0.097721,-0.34226,0.23741,-0.1343687,0.05901525
apogee.apo25m.s.stars.5110.2M21312730+1154127,2M21312730+1154127,322.863762,11.903529,4766.717,3.701933,-0.27005,-0.15281,-0.039706,0.09659201,0.05045853
apogee.apo25m.s.stars.5110.2M21313021+1144325,2M21313021+1144325,322.875907,11.742375,4745.841,2.789798,0.11967,-0.12464,0.12963,-0.145262,0.03227383
apogee.apo25m.s.stars.5110.2M21313137+1119478,2M21313137+1119478,322.880721,11.329969,5027.493,3.209131,0.12133,-0.2931,0.23159,-0.1446725,0.06013705
apogee.apo25m.s.stars.5110.2M21314600+1247209,2M21314600+1247209,322.941701,12.789146,4611.007,2.367489,0.16731,0.16725,0.059502,0.03926349,0.01910098
apogee.apo25m.s.stars.5110.2M21314625+1209197,2M21314625+1209197,322.942711,12.155489,4858.686,2.709944,0.12368,-0.53982,0.25763,-0.2305945,0.04804628
apogee.apo25m.s.stars.5110.2M21315290+1137002,2M21315290+1137002,322.970446,11.616726,5027.444,3.542794,-0.17604,-0.19736,0.14953,-0.188935,0.04445621
apogee.apo25m.s.stars.5110.2M21321103+1240224,2M21321103+1240224,323.045982,12.672899,4863.008,3.046497,0.079629,-0.18994,0.22574,-0.1900295,0.04568185
apogee.apo25m.s.stars.5110.2M21322025+1231477,2M21322025+1231477,323.084401,12.529925,4789.404,2.910279,-0.063721,-0.19157,0.22427,-0.3322088,0.06629178
apogee.apo25m.s.stars.5110.2M21324714+1244369,2M21324714+1244369,323.196453,12.743584,4781.374,2.431872,0.19164,0.11107,0.036411,-0.01523146,0.03646817
apogee.apo25m.s.stars.5110.2M21324990+1211389,2M21324990+1211389,323.207933,12.194149,4873.987,3.383587,0.099421,0.1941,0.042553,0.0182153,0.03143157
apogee.apo25m.s.stars.5110.2M21325892+1215452,2M21325892+1215452,323.245533,12.262569,4697.95,2.675734,0.1691,-0.24721,0.22986,-0.04355979,0.04896928
apogee.apo25m.s.stars.5110.2M21330221+1203134,2M21330221+1203134,323.259213,12.053735,4912.569,2.979522,0.18244,-0.7462,0.2395,-0.4212692,0.09902828
apogee.apo25m.s.stars.5110.2M21330272+1230061,2M21330272+1230061,323.261353,12.501713,4234.957,3.206499,-0.2197,-0.2558,-0.0059729,0.01168531,0.05972404
apogee.apo25m.s.stars.5110.2M21330413+1243348,2M21330413+1243348,323.267233,12.726353,4987.159,3.237638,0.097859,-0.24564,0.13886,-0.06342036,0.05673313
apogee.apo25m.s.stars.5110.2M21330682+1208161,2M21330682+1208161,323.278453,12.137817,4745.685,2.805401,0.086527,-0.18274,0.17346,-0.06770775,0.04891569
apogee.apo25m.s.stars.5110.2M21331722+1158151,2M21331722+1158151,323.321776,11.970881,4911.426,2.628576,0.13216,-0.31294,0.20944,-0.1848521,0.05806926
apogee.apo25m.s.stars.5110.2M21333711+1207302,2M21333711+1207302,323.404644,12.125061,4863.569,2.91544,0.091074,-0.45668,0.2716,-0.2067801,0.05518356
apogee.apo25m.s.stars.5110.2M21334621+1201424,2M21334621+1201424,323.442547,12.028469,4800.051,2.54078,0.11493,-0.75176,0.26529,-0.07427287,0.07147679
apogee.apo25m.s.stars.5110.2M21334755+1221261,2M21334755+1221261,323.448141,12.357264,4769.555,3.117349,-0.23665,-0.85798,-0.04999,-0.4831828,0.1200833
