Title: Lithium-Rich Giants in Globular Clusters
Authors: Kirby E.N., Guhathakurta P., Zhang A.J., Hong J., Guo M., Guo R.,
         Cohen J.G.
Table: Stellar Properties and Lithium Abundances
================================================================================
Byte-by-byte Description of file: table_catalog.dat
--------------------------------------------------------------------------------
   Bytes Format Units     Label   Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---       GC      Globular cluster
  10- 24 A15    ---       Name    Star name
  26- 27 I2     h         RAh     Hour of Right Ascension (J2000)
  29- 30 I2     min       RAm     Minute of Right Ascension (J2000)
  32- 36 F5.2   s         RAs     Second of Right Ascension (J2000)
      38 A1     ---       DE-     Sign of the Declination (J2000)
  39- 40 I2     deg       DEd     Degree of Declination (J2000)
  42- 43 I2     arcmin    DEm     Arcminute of Declination (J2000)
  45- 48 F4.1   arcsec    DEs     Arcsecond of Declination (J2000)
  50- 52 A3     ---       Branch  RGB or AGB star
  54- 58 F5.2   mag       V       Extinction-corrected apparent V magnitude
  60- 63 F4.2   mag       B-V     ? Reddening-corrected B-V color
  65- 68 F4.2   mag       V-I     ? Reddening-corrected V-I color
  70- 74 F5.2   mag       M_V     Extinction-corrected absolute V magnitude
  76- 79 I4     K         Teff    Effective temperature
  81- 84 F4.2   cm/s^2    logg    Surface gravity
  86- 90 F5.2   [Sun]     [Fe/H]  Iron abundance relative to the Sun
  92- 95 F4.2   [Sun]   e_[Fe/H]  Uncertainty in [Fe/H]
      97 A1     ---       LiUL    ? Upper limit flag for A(Li)
  98-102 F5.2   ---       A(Li)   Lithium abundance
 104-107 F4.2   ---     e_A(Li)   ? Uncertainty in A(Li)
--------------------------------------------------------------------------------
M79      N1904-S55       05 23 56.71 -24 33 01.2 RGB 17.92 0.70 0.83  2.35 5297 3.14 -1.60 0.12 < 1.89     
M79      N1904-S41       05 23 59.67 -24 33 39.3 RGB 16.77 0.72 0.88  1.21 5148 2.61 -1.89 0.11 < 1.62     
M79      N1904-S84       05 23 59.85 -24 31 33.7 RGB 17.60 0.68 0.84  2.03 5241 2.99 -1.62 0.11 < 1.03     
M79      N1904-S3        05 23 59.91 -24 33 31.6 RGB 17.35 0.71 0.85  1.79 5221 2.89 -1.73 0.11 < 1.54     
M79      N1904-S60       05 23 59.98 -24 32 49.6 RGB 15.92 0.81 0.95  0.36 4916 2.18 -1.69 0.11 < 1.18     
M79      N1904-S58       05 24 01.74 -24 32 59.6 RGB 15.94 0.83 0.95  0.38 4922 2.20 -1.70 0.11 < 1.43     
M79      N1904-S4        05 24 02.01 -24 33 18.0 RGB 18.73 0.63 0.79  3.17 5456 3.53 -1.76 0.12 < 2.55     
M79      N1904-S89       05 24 02.16 -24 31 17.3 RGB 14.69 0.96 1.09 -0.87 4629 1.53 -1.67 0.11 <-0.01     
M79      N1904-S56       05 24 02.26 -24 33 00.1 RGB 18.64 0.60 0.72  3.08 5696 3.56 -1.61 0.12 < 2.26     
M79      Ros147          05 24 02.57 -24 33 09.1 RGB 17.57      0.84  2.01 5240 2.98 -1.75 0.11 < 1.37     
M79      N1904-S22       05 24 02.64 -24 31 44.7 RGB 16.31 0.78 0.93  0.75 5025 2.38 -1.70 0.11   1.36 0.14
M79      Ros127          05 24 03.21 -24 31 26.7 RGB 18.56      0.80  3.00 5411 3.44 -1.53 0.12 < 2.63     
M79      N1904-S50       05 24 03.41 -24 33 09.0 RGB 18.59 0.64 0.80  3.03 5417 3.45 -1.82 0.12 < 2.50     
M79      N1904-S21       05 24 03.53 -24 31 46.8 RGB 17.36 0.70 0.84  1.79 5232 2.89 -1.68 0.11 < 1.52     
M79      Ros193          05 24 03.55 -24 32 16.4 RGB 17.92      0.77  2.35 5437 3.19 -1.62 0.12 < 2.11     
M79      Ros63           05 24 03.78 -24 32 02.5 RGB 17.64      0.85  2.08 5155 3.01 -1.83 0.11 < 1.42     
M79      Ros91           05 24 04.04 -24 31 48.0 RGB 17.48      0.83  1.91 5275 2.95 -1.63 0.11 < 1.52     
M79      N1904-S79       05 24 04.38 -24 31 52.0 RGB 15.02 0.93 1.05 -0.54 4740 1.71 -1.60 0.11 < 0.22     
M79      Ros35           05 24 04.45 -24 32 23.2 RGB 16.95      0.89  1.39 5104 2.67 -1.74 0.11 < 1.56     
M79      Ros134          05 24 04.53 -24 31 43.0 RGB 18.27      0.78  2.71 5455 3.34 -1.70 0.12 < 1.82     
M79      Ros59           05 24 04.66 -24 31 24.3 RGB 17.10      0.88  1.54 5149 2.75 -1.71 0.11 < 1.10     
M79      Ros28           05 24 04.84 -24 31 47.1 RGB 16.64      0.89  1.08 5103 2.55 -1.70 0.11 < 1.35     
M79      Ros41           05 24 04.85 -24 32 11.5 RGB 16.73      0.87  1.17 5147 2.61 -1.71 0.11 < 1.23     
M79      N1904-S85       05 24 04.93 -24 31 26.7 RGB 15.17 0.89 1.03 -0.39 4779 1.79 -1.62 0.11 < 0.66     
M79      Ros107          05 24 04.98 -24 32 28.5 RGB 18.58      0.79  3.02 5450 3.46 -1.52 0.12 < 2.51     
M79      N1904-S163      05 24 05.11 -24 31 46.1 RGB 15.95 0.82 0.95  0.39 4937 2.20 -1.68 0.11 < 1.20     
M79      Ros101          05 24 05.18 -24 32 16.4 RGB 18.12      0.79  2.56 5445 3.26 -1.58 0.11 < 2.15     
M79      Ros21           05 24 05.75 -24 32 14.8 RGB 16.13      0.92  0.57 4963 2.31 -1.70 0.11 < 1.26     
M79      Ros44           05 24 05.89 -24 31 41.6 RGB 16.53      0.87  0.97 5124 2.52 -1.69 0.11 < 1.32     
M79      Ros96           05 24 05.95 -24 31 31.5 RGB 15.64      0.94  0.07 4952 2.09 -1.57 0.11 < 0.64     
M79      N1904-S71       05 24 06.18 -24 32 12.2 AGB 15.34 0.73 0.90 -0.22 5150 2.01 -1.80 0.11 < 1.07     
M79      N1904-S159      05 24 06.25 -24 35 01.6 RGB 17.64 0.67 0.84  2.07 5270 3.01 -1.33 0.11 < 1.21     
M79      Ros37           05 24 06.43 -24 32 52.6 RGB 16.76      0.89  1.19 5135 2.60 -1.69 0.11 < 1.62     
M79      Ros64           05 24 06.45 -24 31 06.9 RGB 16.82      0.86  1.26 5166 2.65 -1.67 0.11 < 1.22     
M79      N1904-S165      05 24 06.59 -24 31 12.5 RGB 14.39 1.02 1.12 -1.18 4545 1.37 -1.64 0.11 <-0.14     
M79      Ros163          05 24 06.61 -24 32 08.8 RGB 18.00      0.83  2.44 5262 3.17 -1.74 0.12 < 1.21     
M79      Ros46           05 24 07.02 -24 31 52.2 RGB 17.19      0.86  1.63 5176 2.80 -1.73 0.11   1.53 0.23
M79      Ros168          05 24 07.05 -24 31 46.2 RGB 18.20      0.76  2.64 5535 3.33 -1.91 0.12 < 2.32     
M79      Ros53           05 24 07.12 -24 33 00.5 RGB 17.43      0.86  1.86 5204 2.91 -1.43 0.11 < 1.63     
M79      Ros103          05 24 07.15 -24 33 11.5 RGB 18.26      0.82  2.70 5339 3.29 -1.69 0.11 < 2.38     
M79      Ros109          05 24 07.24 -24 32 41.9 RGB 17.32      0.84  1.76 5208 2.88 -1.69 0.11 < 1.68     
M79      Ros247          05 24 07.25 -24 32 18.4 RGB 18.11      0.75  2.55 5649 3.30 -1.67 0.14 < 2.12     
M79      N1904-S37       05 24 07.29 -24 33 59.0 RGB 14.78 0.96 1.08 -0.78 4678 1.57 -1.69 0.11 < 0.04     
M79      N1904-S90       05 24 07.30 -24 31 03.7 AGB 14.29 0.88 1.03 -1.28 4881 1.44 -1.68 0.11 <-0.04     
M79      N1904-S42       05 24 07.36 -24 33 38.3 RGB 16.70 0.74 0.89  1.13 5041 2.57 -1.80 0.11 < 1.06     
M79      N1904-S101      05 24 07.47 -24 30 26.5 AGB 14.09 1.06 1.16 -1.47 4548 1.21 -1.69 0.11 < 0.27     
M79      N1904-S38       05 24 07.72 -24 33 43.5 RGB 18.00 0.66 0.82  2.43 5294 3.18 -1.91 0.12 < 2.96     
M79      N1904-S62       05 24 08.21 -24 32 40.8 AGB 15.23 0.75 0.91 -0.33 5094 1.96 -1.72 0.11 < 0.71     
M79      N1904-S72       05 24 08.34 -24 32 09.5 RGB 14.95 0.92 1.05 -0.61 4733 1.68 -1.63 0.11 < 0.50     
M79      N1904-S167      05 24 08.50 -24 31 51.5 RGB 13.25 1.47 1.44 -2.32 4087 0.59 -1.59 0.11 <-0.52     
M79      N1904-S69       05 24 08.55 -24 32 13.9 AGB 14.65 0.88 1.03 -0.91 4821 1.58 -1.76 0.11 < 0.66     
M79      N1904-S169      05 24 08.69 -24 31 45.6 RGB 15.90 0.79 0.90  0.33 4981 2.22 -1.68 0.11 < 1.00     
M79      N1904-S170      05 24 08.91 -24 31 04.8 RGB 15.11 0.88 1.03 -0.46 4788 1.77 -1.58 0.11 < 0.70     
M79      N1904-S172      05 24 08.99 -24 31 15.5 RGB 13.21      1.44 -2.36 4079 0.58 -1.58 0.11 <-0.73     
M79      N1904-S73       05 24 09.31 -24 32 07.8 AGB 14.27 0.98 1.10 -1.29 4621 1.35 -1.59 0.11 < 0.45     
M79      N1904-S61       05 24 09.36 -24 32 46.0 RGB 14.84 0.96 1.08 -0.72 4646 1.60 -1.60 0.11 < 0.20     
M79      N1904-S173      05 24 09.58 -24 32 18.7 RGB 15.90 0.82 0.95  0.34 4956 2.18 -1.72 0.11 < 1.10     
M79      N1904-S100      05 24 09.60 -24 30 26.5 RGB 13.21 1.48 1.46 -2.35 4134 0.56 -1.51 0.11 <-0.42     
M79      N1904-S174      05 24 10.66 -24 32 25.1 AGB 13.91 1.11 1.19 -1.65 4480 1.11 -1.59 0.11 < 0.28     
M79      N1904-S105      05 24 11.09 -24 30 18.4 RGB 13.41 1.37 1.39 -2.16 4186 0.71 -1.63 0.11 <-0.44     
M79      N1904-S177      05 24 12.04 -24 31 41.1 AGB 14.34      1.07 -1.23 4543 1.41 -1.67 0.11   0.03 0.23
M79      N1904-S178      05 24 12.39 -24 31 06.5 RGB 13.64 1.21 1.29 -1.93 4304 0.90 -1.59 0.11 <-0.92     
M79      N1904-S49       05 24 12.60 -24 33 09.2 AGB 15.40 0.72 0.89 -0.16 5190 2.05 -1.67 0.11 < 0.97     
M79      N1904-S181      05 24 13.15 -24 31 30.4 AGB 14.42 1.00 1.09 -1.14 4586 1.43 -1.52 0.11 < 0.44     
M79      N1904-S182      05 24 13.33 -24 31 03.5 RGB 15.93 0.82 0.96  0.37 4881 2.18 -1.74 0.11 < 1.09     
M79      N1904-S184      05 24 13.70 -24 31 20.2 RGB 14.79 0.94 1.05 -0.77 4685 1.61 -1.59 0.11 <-0.23     
M79      N1904-S186      05 24 14.10 -24 30 40.6 RGB 14.35 1.04 1.15 -1.22 4520 1.33 -1.54 0.11 < 0.11     
M79      N1904-S187      05 24 14.11 -24 31 08.0 RGB 14.02 1.11 1.19 -1.55 4439 1.15 -1.63 0.11 <-0.36     
M79      N1904-S52       05 24 14.25 -24 33 06.2 RGB 13.96 1.16 1.24 -1.61 4408 1.08 -1.53 0.11 <-0.84     
M79      N1904-S102      05 24 15.58 -24 30 23.1 RGB 16.93 0.69 0.87  1.36 5166 2.69 -1.68 0.11 < 1.47     
M79      N1904-S83       05 24 17.28 -24 31 33.2 RGB 16.62 0.76 0.89  1.06 5109 2.54 -1.65 0.11 < 1.45     
M79      N1904-S30       05 24 18.50 -24 30 32.0 RGB 15.63      0.98  0.06 4846 2.04 -1.67 0.11 < 0.80     
NGC 2419 N2419-S117      07 37 38.34 +38 49 44.2 RGB 20.50      0.88  0.88 5142 2.48 -2.08 0.16 < 2.16     
NGC 2419 N2419-S215      07 37 46.69 +38 50 19.7 RGB 19.13 0.82 0.98 -0.49 4866 1.82 -2.26 0.11 < 1.21     
NGC 2419 N2419-S217      07 37 46.81 +38 50 02.4 RGB 19.04 0.83 1.00 -0.57 4825 1.75 -2.11 0.11 < 1.78     
NGC 2419 N2419-S223      07 37 47.09 +38 50 16.5 RGB 17.04 1.44 1.53 -2.58 4135 0.40 -2.27 0.11 <-0.08     
NGC 2419 N2419-S243      07 37 48.73 +38 50 28.9 AGB 18.99      0.98 -0.63 4933 1.76 -2.23 0.11 < 1.01     
NGC 2419 N2419-S272      07 37 50.93 +38 50 26.5 RGB 20.30      0.88  0.68 5130 2.39 -2.15 0.15 < 1.60     
NGC 2419 N2419-S320      07 37 53.50 +38 50 35.5 RGB 20.69      0.87  1.07 5172 2.57 -1.98 0.15 < 2.59     
NGC 2419 N2419-S327      07 37 53.68 +38 51 30.0 RGB 19.15      0.98 -0.46 4908 1.83 -2.16 0.11 < 1.33     
NGC 2419 N2419-S333      07 37 53.95 +38 48 49.5 AGB 19.64 0.77 0.91  0.03 5078 2.10 -2.16 0.12 < 1.97     
NGC 2419 N2419-S338      07 37 54.05 +38 50 16.6 RGB 19.50 0.76 0.96 -0.12 4948 1.99 -2.29 0.12 < 1.57     
NGC 2419 N2419-S357      07 37 54.82 +38 50 50.9 AGB 18.78 0.84 0.99 -0.83 4885 1.66 -2.04 0.11 < 1.30     
NGC 2419 N2419-S385      07 37 55.85 +38 51 09.3 AGB 19.24 0.76 0.94 -0.37 5020 1.91 -2.13 0.11 < 1.47     
NGC 2419 N2419-S386      07 37 55.86 +38 51 57.1 RGB 19.49 0.78 0.95 -0.13 4962 1.99 -2.19 0.12 < 1.73     
NGC 2419 N2419-S397      07 37 56.29 +38 51 43.2 RGB 20.95      0.87  1.34 5176 2.68 -3.00 0.93 < 2.63     
NGC 2419 N2419-S398      07 37 56.35 +38 49 16.3 RGB 20.32 0.68 0.87  0.71 5193 2.41 -2.10 0.16 < 2.58     
NGC 2419 N2419-S406      07 37 56.45 +38 51 22.9 RGB 17.58 1.17 1.25 -2.03 4405 0.91 -2.08 0.11 < 0.61     
NGC 2419 N2419-S457      07 37 57.88 +38 49 49.6 RGB 18.10 1.00 1.13 -1.51 4555 1.24 -2.15 0.11 < 0.77     
NGC 2419 N2419-S458      07 37 57.88 +38 51 56.9 RGB 17.69 1.11 1.21 -1.93 4451 0.99 -2.16 0.11 < 0.08     
NGC 2419 N2419-S469      07 37 58.19 +38 51 36.5 RGB 20.68      0.87  1.07 5174 2.56 -2.45 0.22 < 2.11     
NGC 2419 N2419-S470      07 37 58.24 +38 52 06.6 RGB 19.29 0.79 0.99 -0.33 4872 1.87 -2.21 0.11 < 1.34     
NGC 2419 N2419-S1819     07 38 00.98 +38 52 20.4 RGB 18.65 0.91 1.08 -0.96 4646 1.51 -2.20 0.11 < 1.18     
NGC 2419 N2419-S574      07 38 00.99 +38 50 05.1 RGB 20.76 0.67 0.86  1.14 5214 2.61 -2.36 0.19 < 2.77     
NGC 2419 N2419-S642      07 38 02.33 +38 51 31.0 RGB 18.28 0.95 1.11 -1.34 4617 1.33 -2.26 0.11 < 0.93     
NGC 2419 N2419-S656      07 38 02.48 +38 51 13.8 RGB 18.41 0.88 1.07 -1.21 4703 1.43 -2.20 0.11 < 0.75     
NGC 2419 N2419-S668      07 38 02.74 +38 52 14.4 RGB 18.10 1.01 1.14 -1.51 4574 1.23 -2.16 0.11 < 0.75     
NGC 2419 N2419-S701      07 38 03.50 +38 49 59.9 RGB 19.77 0.77 0.94  0.16 5005 2.13 -2.13 0.12 < 2.13     
NGC 2419 N2419-S704      07 38 03.54 +38 51 52.0 RGB 18.09 0.98 1.12 -1.52 4609 1.24 -2.12 0.11 < 0.76     
NGC 2419 N2419-S731      07 38 04.16 +38 52 10.7 RGB 18.58 0.90 1.07 -1.04 4675 1.49 -2.20 0.11 < 0.99     
NGC 2419 N2419-S759      07 38 04.83 +38 53 04.1 RGB 18.67      1.08 -0.95 4656 1.51 -2.09 0.11 < 0.85     
NGC 2419 N2419-S1810     07 38 04.87 +38 51 07.7 RGB 18.98 0.85 1.03 -0.64 4752 1.70 -2.20 0.11 < 0.82     
NGC 2419 N2419-S809      07 38 05.96 +38 52 32.7 RGB 17.70 1.06 1.22 -1.91 4443 0.99 -2.25 0.11 < 0.79     
NGC 2419 N2419-S810      07 38 06.00 +38 52 05.7 RGB 17.09 1.17 1.36 -2.52 4267 0.62 -2.12 0.11 < 0.59     
NGC 2419 N2419-S857      07 38 07.12 +38 50 45.9 RGB 19.61 0.76 0.94 -0.01 4986 2.05 -2.09 0.11 < 1.90     
NGC 2419 N2419-S870      07 38 07.37 +38 53 28.5 RGB 17.84 1.04 1.18 -1.77 4530 1.09 -2.14 0.11 < 0.49     
NGC 2419 N2419-S874      07 38 07.43 +38 49 29.0 RGB 19.53 0.78 0.96 -0.08 4949 2.01 -2.17 0.14 < 1.88     
NGC 2419 N2419-S934      07 38 08.94 +38 53 32.0 AGB 18.11 0.90 1.10 -1.51 4636 1.28 -2.25 0.11 < 1.36     
NGC 2419 N2419-S951      07 38 09.37 +38 52 10.0 RGB 17.25 1.26 1.36 -2.37 4258 0.68 -2.05 0.11 < 0.41     
NGC 2419 N2419-S957      07 38 09.57 +38 53 38.8 RGB 17.32 1.22 1.33 -2.30 4306 0.73 -2.15 0.11 < 0.45     
NGC 2419 N2419-S1814     07 38 09.79 +38 50 45.5 RGB 17.05 1.37 1.41 -2.56 4185 0.54 -2.27 0.11 <-0.25     
NGC 2419 N2419-S973      07 38 09.94 +38 49 36.7 RGB 17.23 1.30 1.35 -2.38 4279 0.68 -2.10 0.11 < 0.17     
NGC 2419 N2419-S999      07 38 10.42 +38 51 39.0 AGB 18.84 0.83 1.01 -0.78 4830 1.67 -2.38 0.11 < 1.21     
NGC 2419 N2419-S1004     07 38 10.53 +38 52 13.5 RGB 17.69 1.14 1.22 -1.92 4458 0.98 -2.13 0.11 < 0.41     
NGC 2419 N2419-S1007     07 38 10.58 +38 51 17.2 AGB 19.53 0.66 0.88 -0.08 5178 2.10 -2.43 0.13 < 1.84     
NGC 2419 N2419-S1008     07 38 10.59 +38 52 51.2 RGB 17.66 0.97 1.21 -1.96 4447 0.98 -2.17 0.11 < 0.64     
NGC 2419 N2419-S1029     07 38 11.15 +38 51 53.4 RGB 17.84 1.08 1.19 -1.77 4474 1.07 -2.14 0.11 < 0.16     
NGC 2419 N2419-S1048     07 38 11.58 +38 53 05.9 RGB 17.17 1.16 1.35 -2.45 4268 0.66 -2.14 0.11 < 0.29     
NGC 2419 N2419-S1057     07 38 11.81 +38 53 27.8 RGB 20.59 0.64 0.85  0.97 5242 2.54 -2.08 0.18 < 2.79     
NGC 2419 N2419-S1065     07 38 11.98 +38 52 11.0 RGB 17.45 1.20 1.28 -2.17 4390 0.83 -2.11 0.11 < 0.65     
NGC 2419 N2419-S1091     07 38 12.69 +38 55 04.7 RGB 19.25 0.84 1.00 -0.37 4854 1.85 -2.13 0.11 < 0.95     
NGC 2419 N2419-S1109     07 38 13.06 +38 53 11.1 RGB 18.45 0.96 1.10 -1.17 4619 1.40 -2.23 0.11 < 1.47     
NGC 2419 N2419-S1131     07 38 13.49 +38 52 57.6 RGB 17.39 1.18 1.31 -2.22 4373 0.78 -2.05 0.11 < 0.67     
NGC 2419 N2419-S1160     07 38 14.04 +38 53 21.6 AGB 19.70      0.88  0.09 5151 2.16 -2.03 0.13 < 1.96     
NGC 2419 N2419-S1166     07 38 14.21 +38 52 36.1 RGB 17.29 1.26 1.36 -2.33 4284 0.69 -2.08 0.11 < 0.11     
NGC 2419 N2419-S1171     07 38 14.24 +38 53 57.8 RGB 19.20 0.86 1.00 -0.41 4834 1.83 -2.18 0.11 < 1.23     
NGC 2419 N2419-S1174     07 38 14.27 +38 55 13.1 RGB 18.88 0.87 1.03 -0.73 4761 1.66 -2.43 0.13 < 1.69     
NGC 2419 N2419-S1185     07 38 14.59 +38 53 41.9 RGB 18.62 0.94 1.05 -1.00 4735 1.54 -2.09 0.11 < 1.33     
NGC 2419 N2419-S1209     07 38 14.96 +38 51 51.6 RGB 17.19 1.29 1.36 -2.42 4278 0.65 -2.26 0.11 < 0.41     
NGC 2419 N2419-S1215     07 38 15.06 +38 53 14.9 RGB 18.64 0.90 1.06 -0.98 4711 1.53 -2.15 0.11 < 1.14     
NGC 2419 N2419-S1245     07 38 15.55 +38 51 13.5 RGB 18.17 1.01 1.14 -1.44 4538 1.26 -2.13 0.11 < 0.94     
NGC 2419 N2419-S1247     07 38 15.58 +38 51 28.4 AGB 19.49 0.67 0.88 -0.13 5212 2.07 -2.07 0.15 < 1.86     
NGC 2419 N2419-S1294     07 38 16.70 +38 52 36.1 RGB 17.92 1.05 1.16 -1.69 4544 1.14 -2.06 0.11 < 0.67     
NGC 2419 N2419-S1305     07 38 16.92 +38 53 35.1 RGB 17.40 1.20 1.29 -2.22 4336 0.80 -2.21 0.11 <-0.16     
NGC 2419 N2419-S1306     07 38 16.93 +38 54 25.2 RGB 17.88 1.04 1.15 -1.74 4575 1.13 -2.05 0.11 < 0.94     
NGC 2419 N2419-S1314     07 38 17.02 +38 54 51.9 RGB 19.23 0.82 0.98 -0.39 4886 1.85 -2.26 0.12 < 1.36     
NGC 2419 N2419-S1340     07 38 17.62 +38 53 18.2 RGB 18.95 0.83 1.01 -0.67 4820 1.70 -2.09 0.11 < 1.06     
NGC 2419 N2419-S1352     07 38 17.82 +38 52 12.1 RGB 21.09 0.63 0.81  1.47 5390 2.79 -2.13 0.23 < 2.54     
NGC 2419 N2419-S1376     07 38 18.63 +38 53 52.1 RGB 18.38 0.94 1.09 -1.23 4647 1.39 -2.13 0.11 < 0.82     
NGC 2419 N2419-S1386     07 38 18.88 +38 53 30.0 RGB 19.27 0.78 0.97 -0.35 4941 1.89 -2.29 0.14 < 2.21     
NGC 2419 N2419-S1391     07 38 18.90 +38 52 31.8 RGB 18.23 0.96 1.11 -1.39 4614 1.31 -2.14 0.11 < 0.89     
NGC 2419 N2419-S1396     07 38 19.10 +38 53 34.8 RGB 19.92      0.91  0.31 5089 2.21 -2.18 0.18 < 1.72     
NGC 2419 N2419-S1428     07 38 20.54 +38 53 06.4 RGB 20.56 0.66 0.87  0.94 5191 2.51 -2.39 0.18 < 2.17     
NGC 2419 N2419-S1444     07 38 20.94 +38 55 23.0 RGB 20.88 0.67 0.86  1.27 5210 2.66 -2.72 0.31 < 1.97     
NGC 2419 N2419-S1487     07 38 22.55 +38 53 51.2 RGB 21.39      0.83  1.78 5316 2.90 -2.47 0.35 < 2.56     
NGC 2419 N2419-S1497     07 38 22.80 +38 52 28.1 RGB 18.43 0.91 1.08 -1.19 4651 1.42 -2.15 0.11 < 0.69     
NGC 2419 N2419-S1550     07 38 24.59 +38 54 50.4 RGB 20.33 0.72 0.90  0.71 5093 2.39 -1.81 0.14 < 2.75     
NGC 2419 N2419-D18       07 38 24.61 +38 56 23.4 RGB 17.71 1.11 1.21 -1.91 4438 1.00 -2.12 0.11 < 0.61     
NGC 2419 N2419-S1563     07 38 25.30 +38 53 05.9 RGB 18.22 0.95 1.11 -1.39 4613 1.31 -2.12 0.11 < 0.49     
NGC 2419 N2419-S1594     07 38 26.96 +38 53 16.9 RGB 21.45 0.60 0.83  1.84 5283 2.92 -1.86 0.24 < 2.93     
NGC 2419 N2419-S1604     07 38 27.56 +38 52 51.4 RGB 19.75 0.72 0.95  0.14 4947 2.10 -2.24 0.12 < 1.29     
NGC 2419 N2419-S1664     07 38 32.27 +38 54 43.4 RGB 18.04 1.00 1.14 -1.58 4570 1.20 -2.09 0.11 < 0.97     
NGC 2419 N2419-S1673     07 38 33.01 +38 53 45.2 AGB 17.47 1.12 1.21 -2.15 4498 0.91 -2.02 0.11 < 0.64     
NGC 2419 N2419-S1678     07 38 33.18 +38 56 54.5 RGB 20.38      0.86  0.77 5215 2.45 -2.02 0.16 < 2.44     
NGC 2419 N2419-S1692     07 38 34.23 +38 55 42.6 RGB 21.09      0.85  1.48 5222 2.76 -2.30 0.25 < 2.38     
M68      Wal94-45        12 39 15.25 -26 45 38.0 RGB 17.28 0.57 0.84  2.21 5311 3.07 -2.43 0.12 < 1.59     
M68      Stet-M68-S191   12 39 15.85 -26 45 14.6 RGB 13.21 1.05 1.18 -1.87 4413 1.04 -2.50 0.11 < 0.14     
M68      Stet-M68-S193   12 39 16.22 -26 47 46.7 RGB 13.59 0.98 1.12 -1.49 4522 1.26 -2.29 0.11 <-0.40     
M68      Wal94-55        12 39 16.71 -26 46 06.8 RGB 17.26 0.63 0.78  2.18 5420 3.11 -2.30 0.12 < 1.58     
M68      Wal94-56        12 39 16.85 -26 45 31.4 RGB 16.69 0.58 0.77  1.61 5437 2.88 -2.51 0.12 < 1.23     
M68      Stet-M68-S195   12 39 16.98 -26 45 38.5 RGB 14.08 0.88 1.05 -1.00 4664 1.52 -2.42 0.11 < 0.43     
M68      Stet-M68-S275   12 39 16.98 -26 46 47.9 RGB 17.05 0.62 0.83  1.97 5307 2.98 -2.39 0.12 < 1.37     
M68      Stet-M68-S196   12 39 17.29 -26 43 53.7 RGB 15.40 0.72 0.92  0.33 5038 2.20 -2.38 0.11   1.15 0.14
M68      Stet-M68-S197   12 39 17.59 -26 46 15.9 RGB 16.07 0.68 0.88  0.99 5149 2.52 -2.58 0.11 < 1.36     
M68      Stet-M68-S199   12 39 18.21 -26 46 40.3 RGB 14.54 0.82 0.99 -0.54 4820 1.78 -2.45 0.11 < 0.79     
M68      Stet-M68-S279   12 39 18.21 -26 48 25.8 RGB 18.14 0.54 0.73  3.07 5684 3.55 -2.35 0.16 < 2.18     
M68      Stet-M68-S280   12 39 18.26 -26 46 18.7 RGB 17.61 0.61 0.80  2.54 5416 3.24 -2.38 0.12 < 1.86     
M68      Stet-M68-S284   12 39 19.00 -26 47 09.1 RGB 17.61 0.60 0.80  2.53 5420 3.24 -2.30 0.12 < 1.52     
M68      Stet-M68-S286   12 39 19.59 -26 45 19.5 RGB 15.47 0.73 0.93  0.39 5029 2.22 -2.38 0.11 < 1.26     
M68      Wal94-80        12 39 19.74 -26 44 32.3 RGB 16.52 0.65 0.87  1.44 5208 2.72 -2.35 0.11 < 1.18     
M68      Stet-M68-S206   12 39 20.12 -26 43 06.0 RGB 14.46 0.81 1.01 -0.62 4773 1.73 -2.42 0.11 < 0.45     
M68      Stet-M68-S288   12 39 20.18 -26 48 15.8 RGB 16.59 0.64 0.85  1.52 5245 2.77 -2.40 0.11 < 1.58     
M68      Stet-M68-S209   12 39 20.84 -26 46 54.0 RGB 12.54 1.29 1.34 -2.53 4275 0.63 -2.28 0.11 <-0.87     
M68      Wal94-92        12 39 21.32 -26 38 22.6 RGB 16.84 0.64 0.85  1.77 5240 2.88 -2.58 0.12 < 1.64     
M68      Stet-M68-S211   12 39 21.47 -26 42 30.5 RGB 16.26 0.65 0.86  1.18 5199 2.62 -2.47 0.11 < 1.29     
M68      Stet-M68-S294   12 39 21.72 -26 46 08.5 RGB 16.21 0.67 0.87  1.14 5198 2.59 -2.37 0.11 < 1.35     
M68      Stet-M68-S376   12 39 22.00 -26 45 08.6 RGB 15.06 0.76 0.97 -0.02 4881 2.01 -2.53 0.11   0.89 0.14
M68      Wal94-116       12 39 22.44 -26 45 24.1 RGB 15.57 0.70 0.90  0.49 5024 2.30 -2.42 0.11 < 1.06     
M68      Stet-M68-S377   12 39 22.51 -26 44 45.4 RGB 15.17 0.74 0.94  0.10 4976 2.09 -2.44 0.11   1.11 0.13
M68      Stet-M68-S304   12 39 22.93 -26 43 41.6 AGB 14.88 0.67 0.89 -0.20 5159 2.04 -2.52 0.11 < 0.67     
M68      Stet-M68-S215   12 39 23.09 -26 44 23.3 RGB 14.99 0.74 0.96 -0.09 4926 2.00 -2.42 0.11   0.87 0.15
M68      Wal94-127       12 39 23.18 -26 42 28.0 RGB 17.32 0.60 0.79  2.25 5477 3.13 -2.36 0.12 < 1.70     
M68      Stet-M68-S125   12 39 23.51 -26 48 00.8 RGB 18.00 0.56 0.77  2.93 5539 3.45 -2.42 0.14 < 2.31     
