Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
2M15160320+0119099	229.01337400000003	1.3194379999999999	4778.992	2.431597	-0.35999000000000003	0.0	0.21968000000000001	-0.1620566	0.03705164	0.0
2M15160532+0139396	229.022187	1.6610220000000002	4237.109	1.506398	-0.70391	0.0	0.27226	-0.29683930000000003	0.02756031	0.0
2M15165466+0158242	229.227761	1.9734060000000002	4933.185	3.22432	-0.24609	0.0	0.1866	-0.0980567	0.04021107	0.0
2M15165535+0201075	229.230652	2.01877	4733.667	2.858264	-0.17224	0.0	0.21866	-0.10899760000000001	0.0240655	0.0
2M15170014+0134168	229.25061200000002	1.571337	4591.542	2.6470759999999998	0.087712	0.0	0.13615	0.02094658	0.02703157	0.0
2M15171727+0143268	229.321992	1.7241380000000002	4585.905	2.626106	0.0046422	0.0	0.1451	-0.08477966	0.02075223	0.0
2M15173717+0218112	229.40491400000002	2.30313	4957.348	3.0885740000000004	-0.52796	0.0	0.27268000000000003	-0.20464000000000002	0.05457658	0.0
2M15173828+0114443	229.40953	1.245643	4924.398	3.098386	-0.56245	0.0	0.23392	-0.19674229999999998	0.05372304	0.0
2M15175270+0109384	229.46961800000003	1.160677	4989.954000000001	3.15358	-0.55975	0.0	0.23188000000000003	-0.23512460000000002	0.04996437	0.0
2M15175403+0203404	229.47516299999998	2.06123	4645.874	2.365367	0.11582	0.0	0.10513	-0.05404687	0.01988729	0.0
2M15175946+0224454	229.497752	2.412619	4817.856	2.7028779999999997	-0.66802	0.0	0.29302	-0.3171395	0.05783005	0.0
2M15175948+0123092	229.49783599999998	1.385893	4456.222	2.357352	-0.16641	0.0	0.1842	-0.17912709999999998	0.02385285	0.0
2M15181041+0147260	229.543386	1.7905830000000003	4686.099	2.570109	-0.55124	0.0	0.25642	-0.17466589999999999	0.04941656	0.0
2M15181629+0202099	229.56789799999999	2.036092	4638.804	1.833204	-0.9833200000000001	0.0	0.14010999999999998	-0.1846415	0.03685235	0.0
2M15181870+0114351	229.57793700000002	1.243109	4840.064	2.458138	-0.3595	0.0	0.22265	-0.1283326	0.0276947	0.0
2M15184209+0204094	229.675406	2.069292	4771.462	1.9943279999999999	-0.9908799999999999	0.0	0.13602999999999998	-0.11732260000000001	0.03866708	0.0
2M15190730+0155039	229.78045600000002	1.9177509999999998	4421.352	1.9030209999999999	-0.6795100000000001	0.0	0.28831999999999997	-0.27865409999999996	0.02888785	0.0
2M15195726+0136525	229.988617	1.614587	4277.613	1.575567	-0.67104	0.0	0.27191	-0.2618879	0.02741777	0.0
2M15195845+0121471	229.99354300000002	1.363091	4941.326	2.370942	-0.522	0.0	0.25558000000000003	-0.0563519	0.04391079	0.0
2M15195883+0124245	229.99514	1.406824	4596.334	2.532337	-0.24349	0.0	0.17864000000000002	-0.1750035	0.02898078	0.0
2M15201415+0112117	230.058988	1.203265	4901.972	3.4054290000000003	0.19278	0.0	0.024177	0.04824738	0.028360000000000003	0.0
2M15202970+0151188	230.12378399999997	1.8552400000000002	4714.819	2.701591	-0.25359	0.0	0.20670999999999998	-0.1754076	0.03436864	0.0
2M15203888+0200360	230.162013	2.010021	4864.024	3.08284	-0.11264	0.0	0.21049	0.02205171	0.02875591	0.0
2M15204952+0149392	230.20635	1.82758	4785.97	2.821956	-0.2805	0.0	0.25991	-0.138653	0.03011934	0.0
2M15211822+0203317	230.325957	2.058821	4745.16	2.507191	-0.5899300000000001	0.0	0.26996	-0.1616264	0.03493438	0.0
2M15215799+0148582	230.49164100000002	1.8161759999999998	4907.839	2.391044	-0.34134000000000003	0.0	0.1153	-0.05874813	0.02803324	0.0
2M15220842+0146163	230.53509900000003	1.7712029999999999	4749.710999999999	2.751758	-0.011744	0.0	0.059780999999999994	-0.01086131	0.02210767	0.0
2M15162233+0148097	229.093057	1.802721	5040.606	2.358621	-0.66706	0.0	0.29001	-0.1399378	0.03519179	0.0
2M15163241+0154555	229.135054	1.915432	4870.263	3.1963779999999997	-0.30482	0.0	0.2418	-0.13850679999999999	0.027124400000000003	0.0
2M15171727+0143268	229.321992	1.7241380000000002	4585.675	2.587026	-0.012795	0.0	0.16577999999999998	-0.08445451	0.02095475	0.0
2M15172023+0142125	229.334304	1.703489	4868.809	2.980156	-0.46288	0.0	0.27659	-0.2285953	0.04895573	0.0
2M15174171+0131398	229.423813	1.527744	4569.812	2.601718	-0.065924	0.0	0.19632	-0.16116989999999998	0.02459008	0.0
2M15175007+0212567	229.45862599999998	2.215774	4543.431	2.765469	0.40326999999999996	0.0	0.066682	0.1059088	0.01636722	0.0
2M15175403+0203404	229.47516299999998	2.06123	4628.198	2.337527	0.10592	0.0	0.11037999999999999	-0.09356092	0.01988166	0.0
2M15175946+0224454	229.497752	2.412619	4823.988	2.7088740000000002	-0.63983	0.0	0.28941999999999996	-0.2198529	0.04926642	0.0
2M15181041+0147260	229.543386	1.7905830000000003	4709.567	2.451853	-0.54692	0.0	0.25667	-0.1765721	0.03816492	0.0
2M15181629+0202099	229.56789799999999	2.036092	4641.24	1.8410919999999997	-0.9777600000000001	0.0	0.10795999999999999	-0.20456960000000002	0.03676613	0.0
2M15182236+0150365	229.59317400000003	1.8434830000000002	4938.8240000000005	3.080804	-0.28492	0.0	0.18816	-0.1561085	0.0383218	0.0
2M15182534+0222147	229.605594	2.370767	4861.398	2.268853	-0.83252	0.0	0.35969	-0.22270229999999996	0.06433671	0.0
