Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
2M21324173+1212196	323.173911	12.20546	4706.420999999999	2.644135	-0.11594000000000002	0.0	0.047485	-0.02677894	0.02310728	0.0
2M21324595+1149253	323.191485	11.8237	4806.389	2.340471	-0.28606	0.0	0.090003	-0.06371504	0.02627959	0.0
2M21324714+1244369	323.19645299999996	12.743584	4810.52	2.4609810000000003	0.088073	0.0	0.0493	0.08971803	0.02412695	0.0
2M21325286+1227129	323.22025299999996	12.453586	4763.752	2.293819	-0.43096	0.0	0.25169	-0.1649207	0.02811469	0.0
2M21325748+1222429	323.239504	12.378597000000001	4367.1140000000005	1.9887439999999998	0.11042	0.0	0.018826	0.008510292	0.01819395	0.0
2M21325873+1132460	323.244724	11.546122	4803.254	2.483915	0.13825	0.0	0.012014	0.02444342	0.020686000000000003	0.0
2M21330132+1144511	323.2555	11.747554	4768.316	2.592739	-0.61939	0.0	0.16721	-0.126702	0.04077268	0.0
2M21330652+1229014	323.277191	12.483725999999999	4970.306	3.342007	-0.26895	0.0	0.15031	-0.1194766	0.04225072	0.0
2M21330657+1153585	323.277408	11.89959	5012.755	3.4183739999999996	-0.25075	0.0	0.18704	-0.1389263	0.02757893	0.0
2M21331037+1228194	323.293247	12.472057000000001	4647.898	2.540262	-0.21536999999999998	0.0	0.25914	-0.1308174	0.03261788	0.0
2M21331154+1206251	323.298121	12.106986000000001	4917.083	2.408272	-0.47701000000000005	0.0	0.1672	-0.06572407	0.04824797	0.0
2M21331263+1222599	323.302666	12.38332	4885.985	3.0493509999999997	-0.11198	0.0	0.085146	-0.09052268	0.03390171	0.0
2M21331478+1158322	323.31161299999997	11.975619	5019.745	3.282207	-0.68712	0.0	0.11407	-0.2088736	0.05519913	0.0
2M21331710+1156173	323.321261	11.938139	4393.154	2.497364	-0.2335	0.0	0.14135999999999999	-0.12516359999999999	0.02226057	0.0
2M21332845+1200320	323.36857599999996	12.008911	4665.366	2.537585	-0.25614000000000003	0.0	0.10764000000000001	-0.16206800000000002	0.04531805	0.0
2M21332956+1221046	323.373171	12.3513	4908.178	3.2861160000000003	-0.10686	0.0	0.074168	-0.08442022	0.02457299	0.0
2M21333569+1231314	323.398712	12.525389	4859.788	2.949136	-0.22891999999999998	0.0	0.079408	-0.05620687	0.02590094	0.0
2M21334161+1209529	323.423377	12.164715	4649.383	2.540139	-0.4424	0.0	0.24356999999999998	-0.14917729999999998	0.04190096	0.0
2M21335317+1225329	323.47155	12.425829	4818.071	3.035156	-0.15203	0.0	0.15383	-0.11046969999999999	0.02446596	0.0
2M21335865+1202590	323.494391	12.049737	4866.017	2.858335	-0.38001999999999997	0.0	0.19228	-0.15219739999999998	0.03056467	0.0
2M21261926+1209516	321.58027599999997	12.164347	4918.015	3.126444	-0.26391	0.0	0.25614000000000003	-0.1156376	0.04307633	0.0
2M21262174+1205340	321.590623	12.092794	4942.936	3.262143	-0.38215	0.0	0.30585999999999997	-0.18395129999999998	0.06183928	0.0
2M21263865+1225092	321.66105600000003	12.419225	4917.6179999999995	3.207716	-0.051175	0.0	0.11909000000000002	-0.10572349999999998	0.04939102	0.0
2M21270170+1225086	321.75710499999997	12.419069	4940.831	3.372869	0.0042167	0.0	0.14631	-0.04283645	0.03795012	0.0
2M21272420+1137300	321.85087400000003	11.625026	4864.787	3.4996370000000003	0.34559	0.0	0.039258999999999995	0.10367169999999999	0.0387702	0.0
2M21272806+1253349	321.86692	12.893055	4612.725	2.601743	-0.11098	0.0	0.20839000000000002	0.03716397	0.04695607	0.0
2M21273493+1242426	321.89555099999995	12.711835	4953.22	2.41018	-0.58916	0.0	0.21415	0.09395099	0.07089233	0.0
2M21274034+1150026	321.918114	11.834073	5055.208	3.512922	-0.07577300000000001	0.0	0.1733	0.01190548	0.05470087	0.0
2M21274394+1147517	321.933107	11.797717	4932.818	3.135802	-0.44485	0.0	0.32561	-0.02941418	0.06379759	0.0
2M21274807+1136205	321.95032599999996	11.605721	4754.977	2.508143	-0.27019	0.0	0.27817	-0.1336194	0.05338330000000001	0.0
2M21280861+1119318	322.03590099999997	11.325514	5055.705	2.9662450000000002	-0.64972	0.0	0.15077000000000002	-0.26312440000000004	0.0719898	0.0
2M21282551+1241098	322.106325	12.686083	4853.63	3.12647	0.11175999999999998	0.0	0.086876	0.03971991	0.04261368	0.0
2M21283786+1214341	322.157779	12.242824	4467.423	2.433491	0.20443	0.0	0.089739	-0.006751105	0.01784113	0.0
2M21285197+1210478	322.216571	12.179953999999999	5032.039000000001	2.991935	-0.11120999999999999	0.0	0.13426	-0.08902624	0.05368246	0.0
2M21291346+1115346	322.306102	11.259632	4673.839	2.440184	-0.5632199999999999	0.0	0.28115999999999997	-0.3171823	0.04150387	0.0
2M21291891+1124091	322.328819	11.402544	4859.8640000000005	3.26987	0.0053073999999999994	0.0	0.10271	-0.14108120000000002	0.04278548	0.0
2M21292845+1208148	322.368565	12.137472	5041.911	3.198844	-0.38706999999999997	0.0	0.15032	-0.16987929999999998	0.05721306	0.0
2M21293612+1300547	322.40052000000003	13.015222	4760.389	2.250151	-0.8102	0.0	0.31059000000000003	-0.27636940000000004	0.04211511	0.0
2M21293851+1208051	322.410462	12.134755	4800.31	2.2951669999999997	-0.6078899999999999	0.0	0.2532	-0.2017626	0.07175653	0.0
2M21294340+1237503	322.430844	12.630655	4959.488	3.416487	0.027594999999999998	0.0	0.050497	-0.03295946	0.04870537	0.0
2M21295814+1256327	322.492277	12.942442	4584.674	1.9904849999999998	-0.70712	0.0	0.28628000000000003	-0.1722388	0.05072977	0.0
2M21300179+1251514	322.50746499999997	12.864279	5036.2429999999995	3.298912	-0.33612	0.0	0.18458	-0.01891491	0.05582569999999999	0.0
2M21300389+1227502	322.51624100000004	12.463968	5037.776	3.5706949999999997	-0.004656800000000001	0.0	0.042239	-0.00472023	0.04673642	0.0
2M21300444+1143483	322.51851899999997	11.730098	4904.380999999999	2.893662	-0.49349	0.0	0.28202	-0.1324469	0.06409473	0.0
2M21301559+1235285	322.564999	12.59125	4832.485	2.948915	-0.4388	0.0	0.17976	-0.12798510000000002	0.05402885	0.0
2M21302085+1123387	322.58691400000004	11.394107	4603.021	2.3255619999999997	-0.27965	0.0	0.10339000000000001	-0.1389501	0.03231279	0.0
2M21302127+1119435	322.588635	11.328755000000001	4927.103	3.027079	-0.35841	0.0	0.25866999999999996	-0.17030810000000002	0.02848447	0.0
2M21303123+1247172	322.630127	12.788136	5080.878	3.1137040000000002	-0.5808399999999999	0.0	0.22675	-0.1858684	0.06971446	0.0
2M21303460+1251280	322.6442	12.857788000000001	4552.482	3.653059	-0.23756999999999998	0.0	0.052452	-0.08459386	0.06019386	0.0
2M21303533+1206544	322.647227	12.115135	4323.273	1.80341	-0.41511000000000003	0.0	0.28155	-0.29422800000000005	0.03406292	0.0
2M21303963+1205235	322.665162	12.089869	4723.113	3.022953	0.19214	0.0	0.1081	-0.05421889	0.02006206	0.0
2M21304797+1125599	322.699884	11.433317	4745.282999999999	3.0231470000000003	0.055073000000000004	0.0	0.18754	-0.10074780000000001	0.04687537	0.0
2M21311675+1229510	322.819828	12.497517	4695.56	2.469404	-0.43472	0.0	0.29389	-0.35434	0.05865407	0.0
2M21312014+1306353	322.833955	13.109824	4833.891	2.8323669999999996	-0.34226	0.0	0.23740999999999998	-0.1343687	0.05901525	0.0
2M21312730+1154127	322.863762	11.903528999999999	4766.717000000001	3.7019330000000004	-0.15281	0.0	-0.039706	0.09659201	0.05045853	0.0
2M21313021+1144325	322.875907	11.742375	4745.840999999999	2.789798	-0.12464000000000001	0.0	0.12963	-0.145262	0.03227383	0.0
2M21313137+1119478	322.880721	11.329969	5027.4929999999995	3.209131	-0.2931	0.0	0.23159000000000002	-0.14467249999999998	0.06013705	0.0
2M21314600+1247209	322.94170099999997	12.789146	4611.0070000000005	2.367489	0.16725	0.0	0.059502	0.03926349	0.01910098	0.0
