Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])	chisq(reduced)
563128	259.8910000006358	57.82325000021193	5141	2.162660201390584	-0.4094883494675891	0.02717576055516495	0.10791673044277643	-1.2098402770256227	0.2389923353860359	2.761227279235336
582637	259.8910000006358	57.82325000021193	4288	0.5686382253964741	-2.0256867406585672	0.008755831967929983	0.033990275882610395	-1.9336965064775826	0.14214268049865503	22.189234724712193
583638	259.8910000006358	57.82325000021193	4686	1.466028610865275	-2.3328963126442726	0.03285519961527888	0.12959384772032756	-2.7005500722363784	0.2472450105659587	1.2824975318703438
591935	259.8910000006358	57.82325000021193	4383	0.4467327296733856	-2.5964407641141736	0.014243858611079317	0.2613026560817629	-2.1680779896235505	0.15174734470109583	16.35899473632565
595078	259.8910000006358	57.82325000021193	4502	1.0707742373148599	-1.972457783214568	0.013131140255116035	0.13284228738560627	-2.746504902598899	0.261778832806772	5.7800021136944775
598573	259.8910000006358	57.82325000021193	4643	1.4761408567428587	-2.0140479779331204	0.02696085779908868	0.052262866017453814	-2.265589680523904	0.14491889157748974	1.4277968778665702
598732	259.8910000006358	57.82325000021193	4819	1.787471890449524	-1.8113614286468795	0.04090195978412943	-0.0851190075273715	-1.9992246504747822	0.16670241122748433	1.1146435912702302
599328	259.8910000006358	57.82325000021193	4876	2.001906712849935	-1.7769146608548116	0.08920991769232958	0.02509376492889161	-1.805224506591671	0.1827687032318521	1.0180847882785424
601168	259.8910000006358	57.82325000021193	4835	1.8464469512303667	-1.4883995726296646	0.030017008250674108	-0.03846516614419726	-1.6867798639895148	0.1458775511265261	0.9786404216455514
614672	259.8910000006358	57.82325000021193	4915	1.9172868728637693	-2.389125512364303	0.09862248810289435	-0.1580673836368659	-2.3647504303344586	0.2842470008672047	0.9603343482947142
615574	259.8910000006358	57.82325000021193	4652	1.4187579949696858	-2.0084877902902893	0.026782590963657465	-0.2817327772974174	-2.3860309084169065	0.19004789372739167	2.060017559742089
622253	259.8910000006358	57.82325000021193	4448	1.1240009864171345	-1.4606548874953245	0.008298987809023205	-0.18594642152038232	-1.6103284340224742	0.1103800509562517	5.030511684255284
622573	259.8910000006358	57.82325000021193	4654	1.6296677589416504	-1.5620234966279485	0.01962856422773697	-0.15849710290904087	-2.1591574487078278	0.1880974296398647	1.8549397224613489
632228	259.8910000006358	57.82325000021193	4870	1.9046798547108965	-2.4764676235379253	0.10388176029007821	-0.0022409719382389163	-2.2394165767612284	0.2671701867851303	0.9802029296564365
637383	259.8910000006358	57.82325000021193	4491	1.1612379550933836	-1.9198833317559338	0.016974964730011834	-0.11130385527462158	-2.727438057199319	0.192358456867455	2.7863030498767043
640120	259.8910000006358	57.82325000021193	4379	0.5043658912181854	-2.266879820676368	0.00966614536820529	0.18933122488630857	-2.1078619374243974	0.15983223466974952	19.916502622106794
640694	259.8910000006358	57.82325000021193	4690	1.3964845736821492	-2.0119083141009932	0.029556865162478393	0.06501968549850522	-2.368479989518594	0.1726745223301197	1.634131696601538
650401	259.8910000006358	57.82325000021193	4564	1.2734153668085733	-2.0089703368745773	0.024755248780228393	0.009638848916038603	-1.8561304386156758	0.1646493000668129	5.077069209081992
664799	259.8910000006358	57.82325000021193	4418	0.9855543375015259	-1.9238650297907915	0.012256487843554605	-0.03310984272460857	-2.2953252115983576	0.28310442805260577	10.290494191507998
685215	259.8910000006358	57.82325000021193	4299	0.6467944780985514	-1.8652583772639215	0.007755060471653429	-0.0035429150969089954	-2.5489053583798604	0.22982981003101322	12.23647928159461
