Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])	chisq(reduced)
5877427831348270	227.25087917	67.22759444	4719	1.685110886891683	-2.327079406939796	0.04676561693213608	-0.24904336064345503	-2.515360388419869	0.0877244423332449	0.797127989966358
5877427831348270	227.25087917	67.22759444	5009	1.9747649828592935	-2.2036656288111964	0.0729435534878148	0.15980458116125493	-2.689404654960091	0.2564201283779126	1.924870866023097
5877427831348270	227.25087917	67.22759444	4339	0.7727976242701212	-2.1903600480113514	0.008458196272021016	0.12037560365837466	-2.402973742430657	0.09711249277810803	10.663244263571448
5880213378020153	227.25087917	67.22759444	4873	2.0702353318532305	-2.0630894907408512	0.0455534394560668	0.33167756808774373	-2.1961299593734527	0.15922928331431938	1.5018867803070362
5880213378020154	227.25087917	67.22759444	4825	1.8233287334442136	-1.6489744618522229	0.021305489986252254	-0.28109446310778097	-1.7793818123341725	0.10291601078480371	2.6176935100796195
5880213378020153	227.25087917	67.22759444	4379	0.8581562042236327	-1.8953418765835763	0.007434171349430125	0.04551156915479646	-1.8953418765835763	0.14009875979866046	32.37282582629796
5877427831348268	227.25087917	67.22759444	4307	0.7472956776618958	-1.6300446817152512	0.014721327923026271	-0.5408886272249488	-1.6300446817152512	0.14101511816512508	85.42814675614888
5880213378020153	227.25087917	67.22759444	4806	1.9036442836125689	-2.2653977521432265	0.06350461715224198	-0.3922931607455887	-2.866986764147497	0.21781032226953057	1.1320266448296206
5877427831348269	227.25087917	67.22759444	4657	1.588820457458496	-1.7571680713297477	0.024728120425340176	-0.09957150158450326	-2.0381575546830133	0.14567905894749603	3.989497085061319
5877427831348269	227.25087917	67.22759444	4738	1.6822807788848875	-1.7739810242303418	0.02137443281160435	-0.07057573285522273	-2.28047979612974	0.22717043648744606	4.939583988143892
5880213378020153	227.25087917	67.22759444	5004	2.2908996740976963	-2.132041583790296	0.07420458715063383	0.2996962395537802	-2.305917555066065	0.25616397846313355	1.1995646032032312
5880213378020153	227.25087917	67.22759444	4849	2.1280417442321773	-1.9839193369836325	0.047929577061180936	-0.07144753071001687	-1.998074540207794	0.21031669652623222	1.6161464643613133
5880213375336450	227.25087917	67.22759444	4862	2.1291536490122476	-1.7673080489846655	0.08231825056249381	0.00422715331573763	-2.368367027458071	0.23232375997448085	1.7202387393006178
5877427831348268	227.25087917	67.22759444	4393	0.8615223368008931	-2.099641920833209	0.009319240769446893	-0.12463717310731683	-2.708047373087052	0.1639068158309949	13.080367196759763
5877427831348268	227.25087917	67.22759444	4292	1.0332287549972534	-1.449393445396074	0.009807477568690147	0.644775920511157	-1.5974470278065263	0.1656809252881117	56.951252980172974
5880213378020154	227.25087917	67.22759444	4796	1.827257672945658	-3.5643645776971877	0.14370692914114008	0.23866701616474228	-3.2729366683143324	0.266429873930334	0.8052015257520415
5880213378020154	227.25087917	67.22759444	4914	1.999244451522827	-2.1931623332297194	0.047513400704735274	0.15920727648969532	-2.5985468429904626	0.19963684423211367	1.1441896359974344
5880213375336457	227.25087917	67.22759444	5395	2.8713270028432207	-2.859544656771196	0.49713356687641297	0.14633672433761835	-1.4678558692746857	0.22550670989911104	0.6886435737518514
5880213375336451	227.25087917	67.22759444	4849	2.020938714345296	-2.5844799980673363	0.12502870504051886	0.05573892962115495	-2.0911735870516717	0.1903710845747592	1.9724607360136877
5880213378020154	227.25087917	67.22759444	4850	1.3373435338338215	-0.902990762969165	0.006554525170455094	0.26164178303729707	-0.3790904687848737	0.15923654738154316	90.13606491904088
5880213378020154	227.25087917	67.22759444	4761	1.9142696857452393	-1.7238813030077125	0.056646039912126786	-0.29487875402715574	-2.1896984174971315	0.21611220012431984	2.3414773412183583
5880213375336449	227.25087917	67.22759444	4851	2.6154176394144693	-2.565961027335404	0.2174252857124835	0.3949016358349487	-2.347446442203343	0.2392805751791374	0.9687368850667893
5880213375336450	227.25087917	67.22759444	4901	2.352884531021118	-2.3563644097521523	0.18067189849449417	0.09739347444297283	-1.4851177507540283	0.1775718489870989	7.670299590626973
5880213375336449	227.25087917	67.22759444	4991	2.4007213910420733	-2.554217193191635	0.40598023980004794	0.8593211876190932	-2.1329600898893193	0.23698845763240228	1.6731414848317658
5880213375336450	227.25087917	67.22759444	4860	2.124261299769083	-2.1911685776093672	0.06349785241029765	0.15366862557676045	-2.2904057307128203	0.14260873097823157	1.2646164145047012
