Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])	chisq(reduced)
N5024-S35	198.26522763173	18.16082419713	4229	0.7398815949757894	-1.9247763224283352	0.0	0.1994350389866432	-2.1739392324305293	0.09157494946661988	42.32155144594516
N5024-S16	198.20792131424	18.16733634743	4465	1.1176236470540364	-2.0168930661196254	0.0	0.2276681163556594	-2.388230327097459	0.08903899604664135	10.598093415992787
N5024-S29	198.24459923108	18.17894321654	4542	1.1664302349090574	-2.0045057512527262	0.0	0.18337140203171015	-2.3489631393880384	0.09333766028009381	10.881263405655579
N5024-S32	198.2579803466797	18.173328399658203	4694	1.3708726167678833	-2.2178865839654534	0.0	0.23014964700722065	-2.5586265411412907	0.09878990392121684	5.6744780755293975
B7704	198.23959350585938	18.167362213134766	4753	1.5835727453231812	-2.015191254230286	0.0	0.18201449349216559	-2.234892364310055	0.11195351904898036	2.4039859605240443
B1384	198.15316772460938	18.12628173828125	4639	1.6031181017557776	-2.040940399273942	0.0	0.2415254998363404	-3.5468912055442425	0.29208654609352064	3.5257201874738104
N5024-S230	198.2838592529297	18.162263870239258	4849	1.6879225969314575	-1.9910418985188603	0.0	0.23366356933861662	-2.546908786198767	0.1041762011193303	3.1866696202594316
B9354	198.248779296875	18.177841186523438	4733	1.6694455544153846	-1.8671022414349092	0.0	0.20600266497155806	-2.24586248450267	0.08897228650126356	3.752885005624606
B6841	198.16700744628906	18.166290283203125	4857	1.8993574778238929	-1.8450226461100272	0.0	0.1206287703105486	-2.561726421607322	0.12493296204193588	2.339694177451454
B8372	198.2407684326172	18.171585083007812	4874	1.9350365002950032	-2.1752148539472604	0.0	0.2053912006154888	-2.589614377675979	0.12330602754014977	1.5662168443458842
B5957	198.23350524902344	18.155858993530273	4872	1.9294948180516558	-2.154307638369868	0.0	0.31542118170597994	-2.5192143049809843	0.11355319291958252	1.9706584407511183
B8810	198.2559356689453	18.17376708984375	4970	1.9772334893544514	-2.029147892255115	0.0	0.2312126638654445	-2.4828802855263437	0.1261879383636326	1.8110601568504925
B5129	198.26153564453125	18.147939682006836	4850	2.0350801944732666	-2.0804718526481945	0.0	0.29796287881596484	-2.551379524143036	0.13430269825019608	1.5683930175502696
B3073	198.21792602539062	18.135879516601562	4995	2.046386321385701	-2.033273191597557	0.0	0.311480710100008	-2.443345597377712	0.13161003553856265	1.212805934265532
B3897	198.27789306640625	18.13811492919922	5038	2.1322824160257974	-2.178602082976558	0.0	0.3647959883034225	-2.7994241251181977	0.13864755867800682	1.008269927840915
B6723	198.2691192626953	18.15892219543457	5019	2.287997961044311	-1.9262096111766547	0.0	0.18906419382289125	-2.2679291071982566	0.12391529718259725	1.4041437847326208
B1452	198.19186401367188	18.12444496154785	5008	2.2990279992421465	-2.062283046742729	0.0	0.13805548673636803	-2.447311575908828	0.16076619596125458	1.2188405685887564
B5388	198.19544982910156	18.15423011779785	5217	2.635061820348103	-1.8871819894355117	0.0	0.15133094282510634	-6.949745058634451	2495.2610090196804	0.6425617738497397
B8404	198.2216339111328	18.173105239868164	5224	2.6447335084279375	-1.8938315732903848	0.0	0.3297918017351087	-2.533941601807938	0.2903624888780302	0.8868165192941979
