# name	our [Mn/Fe]	error(our [Mn/Fe])	hires [Mn/Fe]	error(hires [Mn/Fe])	separation (arcsec)	Frebel+10
176_103	-0.31438225619505067	0.17317723067390173	-0.56	0.1	0.29912734242964273	Frebel+10
