# our [Mn/H]	error(our [Mn/H])	hires [Mn/H]	error(hires [Mn/H])	separation (arcsec)	Shetrone+01
-7.807051408661044967e+00	1.670481006146948857e+04	-3.900000000000000133e-01	1.000000000000000056e-01	9.811242412646540956e+00	Shetrone+01
