# our [Mn/H]	error(our [Mn/H])	hires [Mn/H]	error(hires [Mn/H])	separation (arcsec)	Sadakane+04
-7.807051408661044967e+00	1.670481006146948857e+04	1.000000000000000021e-02	2.899999999999999800e-01	9.811242412646540956e+00	Sadakane+04
