Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
SAGA_UMi_000223	226.4668333333333	66.69168055555556	4290	0.5	-2.13	0.19	0.0	-0.35	0.12	0.0
SAGA_UMi_000224	225.50637499999996	66.82287777777778	4580	1.6	-2.67	0.26	0.0	0.29	0.19	0.0
SAGA_UMi_000225	225.6065833333333	66.92371944444444	4540	1.1	-2.12	0.17	0.0	-0.15	0.17	0.0
