Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Fe/H]error	[Mn/Fe]	[Mn/Fe]error
SAGA_Scl_000435	M.Tafelmeyer+,AAP, 524, A58, 2010	01 00 01.14	-33 59 21.4	4793	1.56	-2.83	-3.96	0.06	-0.99	0.23
