Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Fe/H]error	[Mn/Fe]	[Mn/Fe]error
SAGA_Scl_000451	A.Skuladottir+,AAP, 574, A129, 2015	00 59 12	-33 46 21	4383	0.75	-2.03	-2.03	0.1	-0.27	0.07
