Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/H]	error([Mn/H])	chisq(reduced)	vt	error(Teff)	error(logg)	error(xi)	error([alpha/Fe])
78946	40.037541667620346	-34.62061111105813	4322	0.9569683472315468	-1.2011190193938108	0.10173745141733673	0.15552120998766075	-1.1016335057015116	0.15103001569622884	2.3154259302683244	1.859690912167252	21.67852685492059	0.10174515052674561	0.06384779588833893	0.10068842371013244
69375	40.0016666666915	-34.552138888835906	4397	1.2699821392695108	-1.1011111969373129	0.10656469989869247	0.1025257375140298	-0.8837075493927399	0.18123184103791806	1.4333396766214392	1.7581775237216988	25.17693621798999	0.10172109570301076	0.0718541536191226	0.1290238876224717
53392	39.9420833269755	-34.57019444439147	4227	0.9658249417940776	-0.8990408979505391	0.10148164213561593	0.2162901939308311	-0.920480610356549	0.15409425895586829	2.5231557021850866	1.9140993729223104	19.875076057185794	0.10683189176042732	0.06074204162468313	0.10500662762161159
51485	39.93537500699361	-34.50302777767181	4360	1.1953965028127034	-1.170341073923416	0.1012376621893803	0.06395567366939597	-1.6187498156670133	0.13172766207944375	1.9145377987063488	2.0125420307858946	11.607896409262954	0.11183095154869455	0.05642835412254119	0.09711091019295982
48946	39.926500002543136	-34.45705555544959	4344	1.2037471930185952	-0.996129639210218	0.10142032765241168	0.10820270923383468	-0.8986785651717639	0.1615213257996513	1.9721054838165464	1.924785867845858	17.031370900776803	0.10344191795031812	0.05977455516745877	0.09557483403099906
48367	39.92433333396911	-34.51277777777778	4578	1.3315755128860474	-0.8873255958686705	0.10130543011892647	0.017525430553591424	-1.3244702456941828	0.1535333076145294	1.898053751942088	2.011329977677881	13.751308139130792	0.10313853801545061	0.055536404991146524	0.10386126036696122
44508	39.91016666094462	-34.47552777767181	4359	1.1419890721638997	-1.1024923870131922	0.10236401437875435	0.06187278583534519	-1.2178588228793028	0.12746455191874986	1.7522008438023982	1.7713953340684654	26.065383555380052	0.10323089718936768	0.07085334535423617	0.119390917706913
29335	39.85237499872843	-34.41980555560853	4180	0.96991491317749	-0.9588401490998456	0.10589537865487085	0.04081652596677953	-1.5648559578889722	0.21181969110054927	1.3145453104088918	1.7320430192606615	32.71766404999904	0.10400894169888489	0.07431482699991866	0.16428746379029116
78478	40.03579166730245	-34.61575000021193	4861	1.6301586627960205	-2.134419127768984	0.10440290080496911	0.5790993855656135	-6.099445839806818	436.2344584257796	0.982855170839815	1.7489011020394496	36.699362934630706	0.10242959740603023	0.07271121003830616	0.2215990071872204
71877	40.01125000019868	-34.550805555582045	4701	1.5956519842147825	-1.7300794217881212	0.1012676755743361	0.031929683423040464	-7.3085255108434835	4579.342764324367	0.7696067367822836	1.9549628864516317	14.541737358796023	0.10251488479327912	0.05801585302377316	0.10030483596243327
57226	39.9548749923706	-34.532805555131695	4626	1.5679516792297357	-0.8437947539450279	0.10118879764560747	0.008546494493936041	-0.8922154872871196	0.1483774038550237	1.2291187605075744	2.03335630894705	9.227465617481414	0.10652472318515421	0.05512715573591242	0.1011827527213884
52381	39.938541666666666	-34.51077777756585	4868	1.6237230300903318	-1.2724291319311185	0.10493795132332795	0.07765559102611773	-1.2803306387942253	0.15379166031290065	1.1420176337753116	1.7265436031867518	36.2497538027697	0.10408842198498224	0.07480997352287008	0.17437338422606236
41969	39.90104166666666	-34.45744444423252	4820	1.6377031405766802	-1.9749457923644265	0.10244155099209341	-0.2484199593194324	-1.7492990160407085	0.2511622969632169	0.5844368955738836	1.8399499903819496	24.978920628252617	0.10244836880154683	0.06534583225260673	0.11085611092227164
28723	39.849958332379664	-34.43069444444444	4653	1.6116251548131306	-1.1619287265651217	0.12872154049275902	-0.04691332106636352	-1.4569701835499451	0.2247102378347188	0.626065636390415	1.6883031506969934	32.769222856178594	0.10293643496190966	0.07821072543517818	0.21802540725607292
69335	40.00154166668653	-34.54544444402059	4866	1.876520236333211	-1.1497735985754016	0.10133070702681109	0.2474651609308852	-0.7498200963492835	0.16553752036418226	0.7201944717783613	2.011090809984115	12.462666039237353	0.10308880174235611	0.05554031187130719	0.1031449727418189
58416	39.95895833969116	-34.57930555555556	4658	1.7571994860967002	-0.8141643550402673	0.1012121796305808	0.08758351967254256	-0.8660932086448752	0.17845794282918226	0.9967932939639912	1.995615630861001	13.834898508403302	0.10211387056551641	0.05606017041967589	0.09618900076486146
57717	39.95662500063578	-34.565472222434146	4486	1.6628640492757158	-0.8209790883778009	0.10126272076988353	-0.15771644351115	-1.389244149061024	0.20226558539730907	0.6610128595549523	1.9824883371423896	12.863215610316004	0.101801029966353	0.056603199545536644	0.09875631069854511
57415	39.95554167429607	-34.56455555597941	4711	1.7339951992034912	-1.1240185621489145	0.10119244885623148	0.025169419775830777	-1.6910881280107597	0.22790582331272605	0.6700840500826326	2.0685121635360084	9.399273881197104	0.11916291592101232	0.055637138610142814	0.10278216310681929
42747	39.903791666030884	-34.47366666687859	4810	1.7381303310394287	-0.6141965855620087	0.10117369192431307	-0.0232741624640724	-0.9174728800189914	0.13075135818772682	1.9569704941396384	2.07626057737572	9.3341543086726	0.12195020580629713	0.05581850836795831	0.09702583590418154
32134	39.863625001907344	-34.424333333439286	4570	1.6078038215637207	-1.207340553590348	0.10629013911827369	0.11149796363924244	-2.0554482907601286	1.807946481774232	0.5940595739038452	1.7913527178730302	29.68246867234327	0.10282700551218674	0.06916821131394428	0.16467824641790493
26113	39.839499998092656	-34.44474999957614	5040	1.9174093405405683	-0.8763424594649928	0.1085720755968951	0.1265076778828835	0.11216930929311453	0.4196133120767527	0.4013746236148661	1.6982645849681988	28.71831214058272	0.10375209176266516	0.07734873033100553	0.1377032866132659
49554	39.92854166030885	-34.443194444444444	5057	2.1542247136433916	-1.5792345181542828	0.10171311227408428	-0.7020597080621019	-5.307784442886928	1067.0236299861826	0.6164415404914619	1.8420141160691403	21.511303100820975	0.10239642616552998	0.06518820820974539	0.1050504458942934
37163	39.88295833269755	-34.407277777989705	4867	1.9873607158660889	-1.1876244240826928	0.10290573605072763	-0.1802715810146943	-1.1568752819412884	0.2708500898295907	0.4104810675527373	1.824176393149834	24.11671018564061	0.10245998174529641	0.0665385952379318	0.1090128105436759
