Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Fe/H]error	[Mn/Fe]	[Mn/Fe]error
SAGA_For_000659	M.Tafelmeyer+,AAP, 524, A58, 2010	02 41 30.96	-33 55 44.9	4353	0.7	-2.76	-3.66	0.04	-1.64	0.18
