# our [Mn/H]	error(our [Mn/H])	hires [Mn/H]	error(hires [Mn/H])	separation (arcsec)	Shetrone+03
-2.443212319573400126e-01	3.574055435679338033e-01	-4.000000000000000222e-01	1.063014581200000114e-01	3.839697994478746823e-01	Shetrone+03
