Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
BL158	39.778499999999994	-34.59602777777778	0.0	0.0	-0.8500000000000001	0.0	0.0	-0.3095165150789852	0.07220125057096648	0.0
BL160	39.75724999999999	-34.455333333333336	0.0	0.0	-0.8700000000000001	0.0	0.0	-0.28946902654867257	0.04789368757711723	0.0
BL163	39.681416666666664	-34.540388888888884	0.0	0.0	-0.74	0.0	0.0	-0.13136728775707474	0.05715672404564383	0.0
BL166	39.81670833333333	-34.50358333333333	0.0	0.0	-0.89	0.0	0.0	-0.1577306524704122	0.052533340450220053	0.0
BL168	39.811583333333324	-34.45827777777778	0.0	0.0	-0.9	0.0	0.0	-0.3043362831858407	0.04789368757711723	0.0
BL171	39.814499999999995	-34.51291666666667	0.0	0.0	-0.92	0.0	0.0	-0.20106060606060605	0.04923659639173309	0.0
BL173	39.80983333333332	-34.57841666666667	0.0	0.0	-0.87	0.0	0.0	-0.22686779327213244	0.07339911072215674	0.0
BL185	39.86529166666666	-34.63013888888889	0.0	0.0	-0.77	0.0	0.0	-0.14370106761565837	0.05368949876447043	0.0
BL190	39.82416666666666	-34.51577777777778	0.0	0.0	-0.79	0.0	0.0	-0.38160224591097724	0.04546448378173796	0.0
BL195	39.83420833333333	-34.5325	0.0	0.0	-0.98	0.0	0.0	-0.27999999999999997	0.04041451884327381	0.0
BL196	39.89195833333333	-34.55922222222222	0.0	0.0	-1.04	0.0	0.0	-0.3260770031217482	0.04064516129032258	0.0
BL197	39.872208333333326	-34.443194444444444	0.0	0.0	-0.8900000000000001	0.0	0.0	-0.36015151515151517	0.04923659639173309	0.0
BL203	39.96099999999999	-34.44638888888888	0.0	0.0	-0.8399999999999999	0.0	0.0	-0.3115991471215352	0.055410851584753215	0.0
BL205	39.908583333333326	-34.61838888888889	0.0	0.0	-0.71	0.0	0.0	-0.10457726422003417	0.04546448378173796	0.0
BL208	39.887249999999995	-34.53505555555555	0.0	0.0	-0.6799999999999999	0.0	0.0	-0.35444444444444445	0.05333333333333334	0.0
BL210	39.94854166666666	-34.4515	0.0	0.0	-0.76	0.0	0.0	-0.20909336355454822	0.05715672404564383	0.0
BL211	39.963249999999995	-34.499611111111115	0.0	0.0	-0.62	0.0	0.0	-0.09832643089115992	0.06000340974265271	0.0
BL213	39.959083333333325	-34.599805555555555	0.0	0.0	-0.9400000000000001	0.0	0.0	-0.2721604938271605	0.043997755273829625	0.0
BL216	39.92466666666666	-34.509972222222224	0.0	0.0	-0.79	0.0	0.0	-0.16944751381215467	0.05351717852979597	0.0
BL218	39.961541666666655	-34.47680555555556	0.0	0.0	-0.63	0.0	0.0	-0.26674463937621834	0.06799266099600558	0.0
BL221	39.882708333333326	-34.48886111111111	0.0	0.0	-0.83	0.0	0.0	-0.43348604442997807	0.04546448378173796	0.0
BL227	39.93854166666666	-34.53272222222222	0.0	0.0	-0.8699999999999999	0.0	0.0	-0.4837352464707244	0.06024250921638268	0.0
BL228	39.97433333333333	-34.499	0.0	0.0	-0.8699999999999999	0.0	0.0	-0.34823093823744816	0.04546448378173796	0.0
BL229	39.853333333333325	-34.57725000000001	0.0	0.0	-0.68	0.0	0.0	-0.2166350710900474	0.043370988621755396	0.0
BL233	39.97324999999999	-34.630583333333334	0.0	0.0	-0.65	0.0	0.0	-0.3304424778761062	0.04789368757711723	0.0
BL239	39.94620833333333	-34.530499999999996	0.0	0.0	-0.94	0.0	0.0	-0.23130553390491038	0.0414563410725164	0.0
BL242	39.866791666666664	-34.567	0.0	0.0	-1.1400000000000001	0.0	0.0	-0.19663716814159293	0.04789368757711723	0.0
BL247	39.92945833333333	-34.67177777777778	0.0	0.0	-0.84	0.0	0.0	-0.1540909090909091	0.07385489458759963	0.0
BL250	39.937625	-34.66975	0.0	0.0	-0.64	0.0	0.0	-0.4564438158909746	0.06734887084207686	0.0
BL253	39.89199999999999	-34.55266666666667	0.0	0.0	-0.7000000000000001	0.0	0.0	-0.29840796019900495	0.051870485477596914	0.0
BL257	39.988749999999996	-34.522444444444446	0.0	0.0	-0.54	0.0	0.0	-0.3549019607843137	0.06674668400533512	0.0
BL258	39.956999999999994	-34.48066666666667	0.0	0.0	-0.5800000000000001	0.0	0.0	-0.21564792176039121	0.06526979928930762	0.0
BL260	39.98074999999999	-34.4985	0.0	0.0	-0.86	0.0	0.0	-0.3481481481481481	0.043997755273829625	0.0
BL261	39.99083333333333	-34.446888888888886	0.0	0.0	-0.7799999999999999	0.0	0.0	-0.4468181818181818	0.06396021490668313	0.0
BL266	40.04166666666666	-34.49966666666667	0.0	0.0	-1.46	0.0	0.0	-0.4612770682953914	0.03958698488860694	0.0
BL267	40.07291666666666	-34.435027777777776	0.0	0.0	-0.74	0.0	0.0	-0.28694711172077425	0.05432098765432099	0.0
BL269	39.9925	-34.53480555555555	0.0	0.0	-0.7999999999999999	0.0	0.0	-0.393436754176611	0.057158240343285684	0.0
BL278	40.018249999999995	-34.453138888888894	0.0	0.0	-0.73	0.0	0.0	-0.12608180839612487	0.06496169277755388	0.0
BL295	40.11133333333333	-34.44911111111111	0.0	0.0	-0.6599999999999999	0.0	0.0	-0.22304962241613188	0.06236350673789877	0.0
BL300	40.07458333333333	-34.45019444444445	0.0	0.0	-0.9199999999999999	0.0	0.0	-0.3189013212712772	0.054987635363343654	0.0
BL304	40.02287499999999	-34.54519444444444	0.0	0.0	-0.9700000000000001	0.0	0.0	-0.21017699115044247	0.04789368757711723	0.0
BL315	40.10091666666666	-34.43888888888888	0.0	0.0	-0.7799999999999999	0.0	0.0	-0.4599186991869918	0.06311687442672026	0.0
BL323	40.06983333333332	-34.49288888888889	0.0	0.0	-0.9199999999999999	0.0	0.0	-0.4587543182280024	0.05131872031397204	0.0
