Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
SAGA_Scl_000006	14.982041666666664	-33.778	4250	0.2	-2.1	0.15	0.0	-0.08	0.18	0.0
SAGA_Scl_000007	15.067999999999998	-33.71044444444445	4025	0.5	-0.97	0.16	0.0	-0.64	0.08	0.0
SAGA_Scl_000008	15.099458333333331	-33.70491666666667	4075	0.0	-1.72	0.13	0.0	-0.43	0.18	0.0
SAGA_Scl_000009	14.943374999999998	-33.68991666666666	3900	0.0	-1.2	0.13	0.0	-0.35	0.18	0.0
