Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
SAGA_Scl_000002	15.052166666666663	-33.71702777777778	4500	1.0	-1.66	0.02	0.0	-0.38	0.08	0.0
SAGA_Scl_000003	15.076291666666664	-33.703388888888895	4500	1.2	-1.56	0.02	0.0	-0.53	0.08	0.0
SAGA_Scl_000004	15.053166666666664	-33.687777777777775	4325	0.7	-1.77	0.02	0.0	-0.43	0.09	0.0
SAGA_Scl_000005	14.992791666666664	-33.68575	4400	1.1	-1.24	0.02	0.0	-0.44	0.09	0.0
