Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
SAGA_Scl_000058	15.053916666666664	-33.701055555555556	4540	1.15	-2.44	0.08	0.0	-0.23	0.15	0.0
SAGA_Scl_000444	14.395166666666665	-33.66266666666667	4600	1.19	-3.31	0.09	0.0	-0.19	0.18	0.0
SAGA_Scl_000445	14.292541666666665	-33.47658333333334	4550	1.05	-3.88	0.08	0.0	-0.58	0.18	0.0
SAGA_Scl_000448	15.361416666666665	-33.04994444444444	4300	0.63	-3.45	0.07	0.0	-0.19	0.12	0.0
SAGA_Scl_000450	15.342624999999998	-33.77258333333333	4400	1.01	-3.22	0.08	0.0	-0.81	0.15	0.0
