# name	our [Mn/Fe]	error(our [Mn/Fe])	hires [Mn/Fe]	error(hires [Mn/Fe])	separation (arcsec)	Shetrone+03
S60286	-0.40949545412170396	0.18116094298019642	-0.35	0.11401754250999999	0.17701107348815365	Shetrone+03
