Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
ET009	15.225749999999998	-33.67072222222222	0.0	0.0	-1.6600000000000001	0.0	0.0	-0.32196787148594375	0.0469041575982343	0.0
ET013	15.20933333333333	-33.61061111111111	0.0	0.0	-1.6600000000000001	0.0	0.0	-0.13222222222222224	0.07348469228349534	0.0
ET024	15.14183333333333	-33.65128055555555	0.0	0.0	-1.23	0.0	0.0	-0.27666666666666667	0.0404145188432738	0.0
ET027	15.064041666666665	-33.65172222222222	0.0	0.0	-1.48	0.0	0.0	-0.4066666666666667	0.028867513459481294	0.0
ET028	15.074041666666664	-33.599919444444446	0.0	0.0	-1.19	0.0	0.0	-0.25	0.023094010767585032	0.0
ET043	15.058124999999999	-33.61088888888889	0.0	0.0	-1.22	0.0	0.0	-0.34363636363636363	0.0412310562561766	0.0
ET051	14.943374999999998	-33.68986111111111	0.0	0.0	-0.9000000000000001	0.0	0.0	-0.5332468060867442	0.04642796092394707	0.0
ET057	14.975874999999997	-33.67422222222222	0.0	0.0	-1.31	0.0	0.0	-0.27339019189765457	0.02924988129130707	0.0
ET059	14.908791666666664	-33.58555555555556	0.0	0.0	-1.51	0.0	0.0	-0.20752577319587628	0.030912061651652348	0.0
ET063	14.90508333333333	-33.61958333333333	0.0	0.0	-1.16	0.0	0.0	-0.34716049382716047	0.0443471156521669	0.0
ET064	14.922499999999998	-33.646388888888886	0.0	0.0	-1.36	0.0	0.0	-0.2493233082706767	0.038441875315569314	0.0
ET066	15.014999999999997	-33.65752777777777	0.0	0.0	-1.28	0.0	0.0	-0.3745360824742268	0.030912061651652348	0.0
ET067	14.904166666666665	-33.507888888888886	0.0	0.0	-1.6300000000000001	0.0	0.0	-0.29843121316805526	0.05217491947499509	0.0
ET071	14.992791666666664	-33.68575	0.0	0.0	-1.33	0.0	0.0	-0.2548780487804878	0.03887301263230201	0.0
ET073	14.974958333333332	-33.62836111111111	0.0	0.0	-1.51	0.0	0.0	-0.24189655172413793	0.061913918736689035	0.0
ET103	14.828541666666665	-33.70480833333334	0.0	0.0	-1.1900000000000002	0.0	0.0	-0.2594693028095734	0.04294699575575042	0.0
ET104	14.813083333333331	-33.71516666666667	0.0	0.0	-1.5999999999999999	0.0	0.0	-0.29417545807884504	0.04068851871911234	0.0
ET109	14.867874999999996	-33.702000000000005	0.0	0.0	-1.8299999999999998	0.0	0.0	-0.19333333333333336	0.028867513459481294	0.0
ET126	14.927374999999998	-33.70502777777778	0.0	0.0	-1.0899999999999999	0.0	0.0	-0.3921641791044776	0.03666666666666667	0.0
ET132	14.992666666666663	-33.76411111111111	0.0	0.0	-1.48	0.0	0.0	-0.33813953488372095	0.032829526005987014	0.0
ET133	14.948624999999998	-33.79152777777777	0.0	0.0	-1.05	0.0	0.0	-0.39097014925373136	0.03666666666666667	0.0
ET137	15.105416666666667	-33.84744166666667	0.0	0.0	-0.8700000000000001	0.0	0.0	-0.5076313680891209	0.06236095644623236	0.0
ET139	15.177083333333332	-33.73986111111111	0.0	0.0	-1.3900000000000001	0.0	0.0	-0.19640247375701847	0.04642796092394707	0.0
ET141	15.099333333333332	-33.70483333333333	0.0	0.0	-1.66	0.0	0.0	-0.2854170470578471	0.04784233364802442	0.0
ET147	15.18445833333333	-33.82188888888889	0.0	0.0	-1.13	0.0	0.0	-0.26669781931464176	0.061644140029689765	0.0
ET150	15.095749999999999	-33.71727777777778	0.0	0.0	-0.91	0.0	0.0	-0.4941378204674805	0.14764823060233398	0.0
ET160	15.093041666666664	-33.84	0.0	0.0	-1.15	0.0	0.0	-0.355979381443299	0.030912061651652348	0.0
ET165	15.049124999999997	-33.70469166666667	0.0	0.0	-1.08	0.0	0.0	-0.28005649717514125	0.04242640687119286	0.0
ET166	15.043708333333331	-33.82691666666667	0.0	0.0	-1.47	0.0	0.0	-0.2018181818181818	0.0412310562561766	0.0
ET168	15.142999999999999	-33.831361111111114	0.0	0.0	-1.08	0.0	0.0	-0.2642389758179232	0.05217491947499509	0.0
ET173	15.211958333333332	-33.751444444444445	0.0	0.0	-1.45	0.0	0.0	-0.18682170542635657	0.05859465277082315	0.0
ET198	15.03825	-33.60261111111111	0.0	0.0	-1.1400000000000001	0.0	0.0	-0.4303751322320775	0.04642796092394707	0.0
ET202	15.08783333333333	-33.562888888888885	0.0	0.0	-1.3	0.0	0.0	-0.2781507823613087	0.05217491947499509	0.0
ET206	15.043249999999999	-33.68472222222222	0.0	0.0	-1.3099999999999998	0.0	0.0	-0.2547457627118644	0.04371625682868	0.0
ET232	14.97695833333333	-33.6315	0.0	0.0	-0.98	0.0	0.0	-0.4231343283582089	0.03666666666666667	0.0
ET237	14.961583333333332	-33.52975	0.0	0.0	-1.5899999999999999	0.0	0.0	-0.07536209553158706	0.07944250191875324	0.0
ET240	14.99295833333333	-33.57788888888889	0.0	0.0	-1.1300000000000001	0.0	0.0	-0.3937037037037037	0.0443471156521669	0.0
ET242	15.009291666666666	-33.67252777777777	0.0	0.0	-1.3	0.0	0.0	-0.26440677966101694	0.04371625682868	0.0
ET244	14.998541666666664	-33.658858333333335	0.0	0.0	-1.2200000000000002	0.0	0.0	-0.34219512195121954	0.03887301263230201	0.0
ET270	14.79720833333333	-33.62444166666667	0.0	0.0	-1.54	0.0	0.0	-0.2770934256055363	0.0448454134902457	0.0
