# name	our [Mn/Fe]	error(our [Mn/Fe])	hires [Mn/Fe]	error(hires [Mn/Fe])	separation (arcsec)	North+12
1008833	-0.17667848247365447	0.152011414891276	-0.27339019189765457	0.10230672835481872	0.36086606973287866	North+12
1005457	-0.51949741952848	0.15489854785428028	-0.20752577319587628	0.11575836902790226	0.1280372020167973	North+12
