# name	our [Mn/Fe]	error(our [Mn/Fe])	hires [Mn/Fe]	error(hires [Mn/Fe])	separation (arcsec)	North+12
37141	-0.05319111151811651	0.1445578880218074	-0.43348604442997807	0.11145502331533659	0.23513343281674284	North+12
54557	-0.24432123195734	0.1891580578186406	-0.23130553390491038	0.08806563209081938	2.03409070829964e-06	North+12
66101	0.23165371185559291	0.31092537794126884	-0.3549019607843137	0.19595917942265423	0.20000000021413258	North+12
57800	0.03617883222434248	0.29870364310958086	-0.21564792176039121	0.1239175353029407	0.1999984741779939	North+12
67094	-0.10455774964301368	0.2401754457461198	-0.393436754176611	0.11841546445554407	0.1235559812155845	North+12
