# name	our [Mn/Fe]	error(our [Mn/Fe])	hires [Mn/Fe]	error(hires [Mn/Fe])	separation (arcsec)	Shetrone+03
54557	-0.24432123195734	0.1891580578186406	-0.4	0.10630145812000001	0.3839697994478747	Shetrone+03
