# our [Mn/H]	error(our [Mn/H])	hires [Mn/H]	error(hires [Mn/H])	separation (arcsec)	Shetrone+03
-5.740894803534259960e-01	1.666333085551898741e-01	-3.900000000000000133e-01	8.999999999999999667e-02	1.770110735878214769e-01	Shetrone+03
