Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
SAGA_LeoI_000001	152.09191666666663	12.339111111111112	4250	0.8	-1.52	0.02	0.0	-0.39	0.09	0.0
SAGA_LeoI_000002	152.13966666666664	12.345833333333333	4200	0.5	-1.06	0.02	0.0	-0.43	0.1	0.0
