Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
2M13101411+1807290	197.558832	18.124737	4764.81	2.591584	-0.55893	0.0	0.25787	-0.22098310000000002	0.03022795	0.0
2M13103359+1805273	197.639959	18.090944	4746.635	2.466592	-0.62738	0.0	0.2864	-0.2440853	0.04613863	0.0
2M13103716+1755510	197.654847	17.930854999999998	5004.898	3.306667	-0.54005	0.0	0.26761	-0.19751129999999997	0.04046323	0.0
2M13105655+1734023	197.735645	17.567331	4767.309	2.4447959999999997	-0.16788	0.0	0.21561	-0.1403293	0.02427469	0.0
2M13105695+1821132	197.73733000000001	18.353689000000003	4937.293	2.893518	-0.68225	0.0	0.2495	-0.1368734	0.05732302	0.0
2M13110767+1723448	197.78197600000001	17.395789999999998	4635.335999999999	1.990731	-0.82724	0.0	0.20067000000000002	-0.24743710000000002	0.03566884	0.0
2M13112285+1748465	197.845237	17.812922	4291.372	1.07126	-0.9199200000000001	0.0	0.077223	-0.30775890000000006	0.04621591	0.0
2M13113590+1724025	197.899599	17.400713	4557.7609999999995	2.465449	0.0053492	0.0	0.054229999999999993	-0.007665314	0.02055218	0.0
2M13113591+1827084	197.899653	18.452355999999998	4993.42	2.55524	-0.67119	0.0	0.13935999999999998	-0.1234452	0.05791128	0.0
2M13113878+1739006	197.911589	17.650183	4866.482	3.256345	-0.27898	0.0	0.21711	-0.08018363	0.02891762	0.0
2M13114514+1824117	197.938086	18.403269	4789.528	2.6678479999999998	-0.6694100000000001	0.0	0.25751	-0.22096039999999997	0.03776141	0.0
2M13115386+1749540	197.974451	17.831676	4746.415	2.538318	-0.67493	0.0	0.184	-0.209617	0.03207705	0.0
2M13115861+1752099	197.994236	17.869421	4649.719	2.541186	-0.4795	0.0	0.24108000000000002	-0.1808415	0.02782675	0.0
2M13120193+1718156	198.008073	17.304344	4467.058	2.5626759999999997	0.31584	0.0	0.073619	0.02664906	0.01675995	0.0
2M13121505+1759276	198.06274	17.991016000000002	4851.967000000001	3.235936	0.16162	0.0	0.006509699999999999	0.06042647	0.02074774	0.0
2M13122112+1740562	198.08803799999998	17.682282999999998	4846.157999999999	3.1416049999999998	-0.38791	0.0	0.21479	-0.158243	0.02819794	0.0
2M13123688+1801404	198.153674	18.027910000000002	4909.981	2.4813110000000003	-0.30339	0.0	0.0819	-0.10019600000000001	0.02746027	0.0
2M13124295+1714286	198.178987	17.241301	5015.337	3.5117769999999995	-0.3272	0.0	0.21598	-0.1142942	0.0306533	0.0
2M13124704+1749297	198.196038	17.824917000000003	4777.0470000000005	2.3943119999999998	-0.22994	0.0	0.22869	-0.1062892	0.02521754	0.0
2M13132348+1804257	198.347857	18.073811	4209.959	1.199262	-0.69128	0.0	0.121	-0.3474085	0.02712034	0.0
2M13133764+1711290	198.40686200000002	17.191392999999998	5048.437	3.364358	-0.53891	0.0	0.26411	-0.26714720000000003	0.05695986	0.0
2M13140780+1736583	198.53251699999998	17.616201	5071.563	3.3776040000000003	-0.5282399999999999	0.0	0.26663000000000003	-0.2025234	0.04842309	0.0
2M13150364+1806426	198.765204	18.111857999999998	4567.874	1.809425	-0.77596	0.0	0.44242	-0.2779143	0.03757582	0.0
2M13151632+1750263	198.81800800000002	17.840657999999998	4878.913	3.15873	-0.3657	0.0	0.19402	-0.1419508	0.02815024	0.0
2M13152935+1736392	198.872302	17.610891	4888.138	3.0412	-0.26256999999999997	0.0	0.10895	-0.1039713	0.026644	0.0
2M13153561+1746597	198.898395	17.783260000000002	5016.088	3.5929629999999997	-0.1557	0.0	0.17699	-0.08835067	0.02617258	0.0
2M13154571+1802473	198.940499	18.046476000000002	4801.043	3.4682910000000002	0.34475	0.0	0.030239	0.1045058	0.01841308	0.0
2M13154896+1757555	198.95401999999999	17.965422	4141.251	1.3675899999999999	-0.69694	0.0	0.24904	-0.27232059999999997	0.026597000000000003	0.0
2M13162115+1814441	199.08816299999998	18.245596	5075.7609999999995	2.395674	-0.73228	0.0	0.30701999999999996	-0.1896785	0.04328346	0.0
