Name	RA	Dec	Temp	log(g)	[Fe/H]	error([Fe/H])	[alpha/Fe]	[Mn/Fe]	error([Mn/Fe])	chisq(reduced)
IV-81	229.68730249711373	2.0343249328838886	4035	0.6	0.0	0.0	0.0	-0.16	0.1	0.0
IV-59	229.68919156217584	2.075099597320556	4265	1.0	0.0	0.0	0.0	-0.49	0.06	0.0
IV-82	229.6854003342708	2.0348406577316664	4375	1.2	0.0	0.0	0.0	-0.4	0.07	0.0
1-36	229.6899444027604	2.097126381633889	4755	2.1	0.0	0.0	0.0	-0.32	0.07	0.0
1-31	229.68827083333332	2.087027777777778	4880	2.25	0.0	0.0	0.0	-0.44	0.06	0.0
1-40	229.69937700921747	2.1055457555119443	4810	2.2	0.0	0.0	0.0	-0.48	0.06	0.0
G18484_0316	229.70150416666664	2.054336111111111	4995	2.5	0.0	0.0	0.0	-0.32	0.05	0.0
G18450_0453	229.68741666666665	2.081027777777778	5170	2.9	0.0	0.0	0.0	-0.38	0.1	0.0
1-32	229.68791666666667	2.0880555555555556	5066	3.0	0.0	0.0	0.0	-0.41	0.1	0.0
