# our [Mn/H]	error(our [Mn/H])	hires [Mn/H]	error(hires [Mn/H])	separation (arcsec)	Frebel+10
-3.143822561950506689e-01	1.442792011361817284e-01	-5.600000000000000533e-01	0.25	2.991273424296427286e-01	Frebel+10
