#(M)-(MHe)-(Z)-(detonation)
#e.g., 110-100-2-50 corresponds to M=1.1 Msun, MHe=0.10, Z=0.02, He detonation triggered 50 km above core-envelope interface
#B means belt (ring), S means spherical

110-100-0-50    110-100-0.2-50  110-100-1-50    110-100-2-50    110-100-4-50    110-100-6-50    110-100-10-50   110-050-0-B50   110-050-0.2-B50 110-050-1-B50   110-050-2-B50   110-050-4-B50   110-050-6-B50   110-050-10-B50  100-050-0-S50   100-050-0.2-S50 100-050-1-S50   100-050-2-S50   100-050-4-S50   100-050-6-S50   100-050-10-S50  090-150-2-50    095-150-2-50    100-100-2-50    105-100-2-50    110-100-2-50    115-100-2-50    120-050-2-50    090-050-2-B50   095-050-2-B50   100-050-2-B50   105-050-2-B50   110-050-2-B50   120-050-2-B50   090-050-2-S40   095-050-2-S40   100-050-2-S40   105-050-2-S40   110-050-2-S40   120-050-2-S40   
 47 Ti 8.26e-5  8.28e-5  8.57e-5  8.61e-5  8.63e-5  7.71e-5  7.21e-5  6.53e-5  6.54e-5  6.57e-5  6.58e-5  6.61e-5  6.64e-5  6.67e-5  2.13e-5  2.18e-5  2.24e-5  2.27e-5  2.31e-5  2.33e-5  2.35e-5  1.71e-4  1.77e-4  1.79e-4  1.19e-4  8.61e-5  5.44e-5  7.61e-5  2.24e-5  5.19e-6  2.27e-5  7.83e-6  6.58e-5  6.59e-5  5.34e-6  4.63e-6  2.27e-5  8.32e-6  2.61e-5  6.59e-5 
 48 Ti 5.10e-3  5.7e-3   4.89e-3  4.87e-3  4.85e-3  4.27e-3  4.54e-3  2.68e-3  2.65e-3  2.63e-3  2.61e-3  2.59e-3  2.59e-3  2.58e-3  8.12e-4  7.82e-4  7.37e-4  7.8e-4   6.76e-4  6.58e-4  6.33e-4  9.25e-3  9.96e-3  8.99e-3  7.46e-3  4.87e-3  5.11e-3  3.34e-3  9.64e-4  2.84e-4  7.8e-4   3.60e-4  2.61e-3  3.70e-3  1.51e-4  2.92e-4  7.8e-4   2.58e-4  9.96e-4  3.70e-3 
 49 Ti 5.11e-5  5.50e-5  5.11e-5  5.24e-5  5.30e-5  4.97e-5  5.37e-5  2.38e-5  2.64e-5  2.76e-5  2.83e-5  2.87e-5  2.93e-5  3.3e-5   4.75e-6  1.2e-5   1.30e-5  1.47e-5  1.56e-5  1.66e-5  1.77e-5  6.71e-5  6.60e-5  6.67e-5  5.42e-5  5.24e-5  6.48e-5  2.46e-5  8.56e-6  8.99e-6  1.47e-5  1.26e-5  2.83e-5  2.94e-5  8.47e-6  1.58e-5  1.47e-5  8.40e-6  1.33e-5  2.94e-5 
 50 Ti 2.74e-9  2.74e-9  8.21e-9  1.22e-5  1.8e-8   5.2e-7   9.39e-9  1.3e-13  2.70e-13 9.62e-11 7.12e-10 1.93e-9  2.48e-9  6.33e-9  5.52e-16 1.58e-13 5.96e-11 6.7e-10  2.35e-9  3.70e-9  1.7e-8   1.16e-9  1.53e-9  1.55e-9  1.46e-9  1.22e-5  4.28e-10 4.71e-10 1.8e-9   1.66e-9  6.7e-10  7.99e-10 7.12e-10 7.54e-11 2.16e-9  1.42e-9  6.7e-10  4.45e-10 1.13e-10 7.54e-11
 50 V  4.91e-7  4.91e-7  8.36e-7  8.42e-7  8.43e-7  1.73e-6  2.43e-7  4.85e-10 4.94e-10 1.39e-9  3.86e-9  6.34e-9  1.9e-8   3.20e-8  1.8e-11  2.22e-11 8.63e-10 3.68e-9  8.7e-9   1.46e-8  4.14e-8  6.12e-9  7.11e-9  6.77e-9  6.7e-9   8.42e-7  1.62e-8  2.39e-9  5.37e-9  8.68e-9  3.68e-9  4.9e-9   3.86e-9  5.91e-10 9.96e-9  7.6e-9   3.68e-9  2.87e-9  1.23e-9  5.91e-10
 51 V  6.10e-4  6.12e-4  5.77e-4  5.89e-4  5.93e-4  5.62e-4  5.70e-4  2.67e-4  2.69e-4  2.76e-4  2.81e-4  2.86e-4  2.95e-4  3.12e-4  5.15e-5  5.47e-5  6.79e-5  7.62e-5  8.55e-5  9.87e-5  1.21e-4  1.5e-3   1.1e-3   9.89e-4  7.96e-4  5.89e-4  3.84e-4  3.74e-4  8.33e-5  5.3e-5   7.62e-5  5.93e-5  2.81e-4  3.20e-4  3.31e-5  5.99e-5  7.62e-5  3.46e-5  7.64e-5  3.20e-4 
 50 Cr 1.0e-4   1.7e-4   1.50e-4  2.18e-4  3.50e-4  4.46e-4  5.18e-4  1.69e-5  2.32e-5  5.98e-5  1.9e-4   2.10e-4  2.80e-4  3.48e-4  5.56e-6  1.34e-5  6.64e-5  1.41e-4  3.5e-4   4.30e-4  5.91e-4  2.8e-4   1.29e-4  1.35e-4  1.25e-4  2.18e-4  1.83e-4  1.20e-4  4.32e-5  8.96e-5  2.29e-4  2.1e-4   1.9e-4   7.79e-5  3.1e-4   1.63e-4  1.41e-4  1.22e-4  1.13e-4  2.93e-5 
 52 Cr 1.78e-2  1.76e-2  1.59e-2  1.60e-2  1.56e-2  1.57e-2  1.73e-2  3.34e-3  3.19e-3  2.95e-3  2.80e-3  2.73e-3  2.93e-3  3.83e-3  4.11e-3  3.86e-3  3.30e-3  2.94e-3  2.65e-3  2.77e-3  3.68e-3  1.36e-2  1.74e-2  1.6e-2   1.67e-2  1.60e-2  1.24e-2  8.18e-3  1.27e-3  1.72e-3  2.87e-3  2.96e-3  2.80e-3  9.80e-3  5.29e-4  2.99e-3  2.94e-3  1.73e-3  2.14e-3  7.38e-3 
 53 Cr 4.25e-4  4.74e-4  4.39e-4  4.87e-4  5.20e-4  5.96e-4  7.64e-4  7.22e-5  1.6e-4   1.34e-4  1.56e-4  2.3e-4   2.78e-4  4.48e-4  4.72e-5  1.21e-4  1.78e-4  2.14e-4  2.77e-4  3.74e-4  5.67e-4  4.36e-4  3.84e-4  3.40e-4  3.76e-4  4.87e-4  4.52e-4  2.42e-4  4.95e-5  1.28e-4  2.2e-4   2.1e-4   1.56e-4  2.71e-4  8.54e-5  2.63e-4  2.14e-4  1.38e-4  1.44e-4  2.6e-4  
 54 Cr 8.73e-6  8.73e-6  1.28e-5  1.37e-4  1.30e-5  1.72e-5  6.57e-6  2.68e-8  2.70e-8  3.58e-8  6.70e-8  2.54e-7  7.23e-7  2.23e-6  9.21e-10 1.18e-9  1.14e-8  4.40e-8  2.43e-7  8.6e-7   2.68e-6  5.24e-8  9.91e-8  4.6e-8   2.79e-8  1.37e-4  5.88e-7  3.12e-8  1.79e-8  8.10e-8  8.83e-8  5.64e-8  6.70e-8  1.59e-8  1.3e-7   5.22e-8  4.40e-8  4.64e-8  3.17e-8  1.45e-10
 55 Mn 1.79e-3  1.95e-3  1.89e-3  2.28e-3  2.60e-3  3.85e-3  7.26e-3  3.56e-4  4.89e-4  7.29e-4  9.15e-4  1.39e-3  2.41e-3  6.72e-3  3.9e-4   5.59e-4  1.3e-3   1.32e-3  1.87e-3  3.6e-3   6.30e-3  1.96e-3  1.78e-3  1.59e-3  2.11e-3  2.28e-3  2.16e-3  2.85e-3  3.18e-4  7.12e-4  1.8e-3   1.16e-3  9.15e-4  1.99e-3  4.60e-4  1.58e-3  1.32e-3  7.88e-4  8.56e-4  6.32e-4 
 54 Fe 8.76e-4  1.36e-3  3.59e-3  7.80e-3  1.23e-2  1.94e-2  3.96e-2  1.97e-4  6.46e-4  2.70e-3  5.20e-3  9.87e-3  1.49e-2  3.68e-2  1.10e-4  8.14e-4  4.37e-3  8.69e-3  1.66e-2  2.48e-2  4.79e-2  6.59e-3  4.18e-3  4.55e-3  4.65e-3  7.80e-3  6.52e-3  1.17e-2  1.71e-3  4.12e-3  1.11e-2  1.7e-2   5.20e-3  5.59e-3  1.17e-2  1.2e-2   8.69e-3  7.1e-3   5.94e-3  6.38e-4 
 56 Fe 6.73e-1  6.69e-1  6.34e-1  6.10e-1  5.83e-1  5.57e-1  5.15e-1  7.25e-1  7.21e-1  7.4e-1   6.84e-1  6.45e-1  6.8e-1   5.32e-1  6.43e-1  6.38e-1  6.20e-1  6.0e-1   5.65e-1  5.32e-1  4.67e-1  1.39e-1  3.17e-1  3.52e-1  4.93e-1  6.10e-1  7.97e-1  8.26e-1  3.58e-2  1.7e-1   3.12e-1  4.68e-1  6.84e-1  9.21e-1  1.55e-2  4.52e-1  6.0e-1   7.4e-1   8.17e-1  10.48e-1
 57 Fe 1.51e-2  1.60e-2  1.83e-2  2.12e-2  2.52e-2  2.84e-2  3.30e-2  1.16e-2  1.26e-2  1.57e-2  1.90e-2  2.41e-2  2.77e-2  3.12e-2  9.74e-3  1.6e-2   1.32e-2  1.60e-2  2.2e-2   2.32e-2  2.62e-2  6.32e-3  1.11e-2  1.13e-2  1.64e-2  2.12e-2  2.65e-2  2.72e-2  1.5e-3   3.5e-3   8.17e-3  1.24e-2  1.90e-2  2.71e-2  5.52e-4  1.14e-2  1.60e-2  1.91e-2  2.29e-2  1.95e-2 
 58 Fe 6.90e-6  6.90e-6  9.56e-6  4.39e-4  9.61e-6  1.12e-5  3.94e-6  3.70e-8  3.72e-8  3.99e-8  4.83e-8  8.49e-8  1.46e-7  2.97e-7  1.70e-9  1.86e-9  5.14e-9  1.36e-8  5.25e-8  1.23e-7  3.1e-7   1.71e-8  6.75e-8  1.9e-8   7.29e-9  4.39e-4  5.86e-7  9.43e-9  4.54e-9  5.66e-8  2.43e-8  1.56e-8  4.83e-8  4.68e-9  2.94e-8  2.31e-8  1.36e-8  1.30e-8  1.5e-8   7.23e-11
 60 Fe 1.6e-13  1.1e-13  5.65e-13 1.34e-9  5.63e-13 4.99e-10 1.88e-14 1.45e-19 1.52e-19 4.18e-19 1.11e-18 2.0e-18  1.94e-18 1.24e-17 1.39e-23 1.81e-21 7.0e-19  3.4e-18  4.58e-18 2.90e-18 1.5e-17  1.45e-18 9.5e-19  6.46e-19 4.59e-19 1.34e-9  2.17e-17 3.13e-19 7.82e-19 1.26e-18 2.67e-18 9.49e-19 1.11e-18 4.29e-19 2.99e-18 4.95e-18 3.4e-18  5.0e-18  1.5e-16  2.21e-22
 59 Co 2.25e-4  2.87e-4  5.38e-4  7.19e-4  7.79e-4  7.42e-4  6.80e-4  6.73e-5  1.25e-4  4.59e-4  6.17e-4  7.33e-4  6.72e-4  4.46e-4  6.56e-5  9.1e-5   4.9e-4   5.27e-4  6.33e-4  6.12e-4  5.29e-4  2.47e-4  3.44e-4  3.94e-4  5.34e-4  7.19e-4  8.1e-4   6.90e-4  3.75e-5  9.83e-5  3.17e-4  4.28e-4  6.17e-4  6.63e-4  1.42e-5  3.86e-4  5.27e-4  6.13e-4  7.14e-4  1.74e-4 
 58 Ni 4.35e-3  5.59e-3  1.56e-2  3.26e-2  5.80e-2  8.56e-2  1.40e-1  9.17e-4  1.82e-3  1.41e-2  3.6e-2   6.46e-2  9.80e-2  1.51e-1  9.62e-4  1.18e-3  1.11e-2  2.50e-2  5.35e-2  8.7e-2   1.27e-1  5.8e-3   1.27e-2  1.49e-2  2.21e-2  3.26e-2  3.87e-2  5.43e-2  1.17e-3  3.62e-3  1.26e-2  1.95e-2  3.6e-2   4.53e-2  7.72e-4  1.79e-2  2.50e-2  3.5e-2   3.60e-2  7.7e-3  
 60 Ni 1.0e-2   1.2e-2   9.8e-3   8.28e-3  6.37e-3  5.34e-3  3.57e-3  8.66e-3  8.96e-3  7.64e-3  6.41e-3  4.44e-3  2.89e-3  1.22e-3  7.71e-3  8.14e-3  7.14e-3  6.13e-3  4.50e-3  3.27e-3  1.81e-3  3.63e-3  6.2e-3   5.57e-3  8.12e-3  8.28e-3  9.20e-3  6.92e-3  6.86e-4  1.60e-3  3.87e-3  5.7e-3   6.41e-3  6.13e-3  5.19e-4  4.99e-3  6.13e-3  6.87e-3  8.16e-3  1.0e-2  
 61 Ni 5.14e-4  5.26e-4  5.85e-4  5.99e-4  5.98e-4  5.47e-4  4.63e-4  1.90e-4  2.5e-4   2.32e-4  2.48e-4  2.37e-4  1.98e-4  1.22e-4  2.18e-4  2.33e-4  2.62e-4  2.78e-4  2.79e-4  2.61e-4  2.11e-4  4.35e-4  4.71e-4  3.71e-4  6.39e-4  5.99e-4  5.77e-4  4.46e-4  6.4e-5   9.30e-5  1.55e-4  1.97e-4  2.48e-4  3.21e-4  4.72e-5  1.81e-4  2.78e-4  2.77e-4  3.84e-4  3.61e-4 
 62 Ni 4.81e-4  6.51e-4  1.33e-3  2.20e-3  2.92e-3  3.30e-3  3.63e-3  1.7e-4   2.96e-4  1.7e-3   1.83e-3  2.70e-3  2.83e-3  2.20e-3  8.49e-5  2.15e-4  9.81e-4  1.72e-3  2.72e-3  3.17e-3  3.24e-3  6.55e-4  1.46e-3  1.42e-3  2.6e-3   2.20e-3  2.40e-3  1.96e-3  1.61e-4  3.91e-4  1.8e-3   1.43e-3  1.83e-3  1.69e-3  3.33e-5  1.41e-3  1.72e-3  1.88e-3  2.5e-3   2.97e-4 
 64 Ni 1.43e-9  1.44e-9  3.64e-9  6.96e-7  3.55e-9  4.69e-8  3.77e-10 7.90e-13 9.44e-13 9.52e-13 8.3e-13  7.94e-13 8.17e-13 8.46e-13 4.14e-14 3.79e-14 4.71e-14 4.59e-14 1.80e-11 5.11e-14 7.60e-14 9.49e-11 2.80e-12 4.49e-11 1.50e-12 6.96e-7  1.22e-10 3.1e-11  3.0e-14  7.77e-10 1.49e-12 3.69e-13 8.3e-13  1.13e-13 8.46e-12 5.56e-12 4.59e-14 4.90e-13 1.25e-11 1.80e-13
 63 Cu 5.19e-6  6.28e-6  4.98e-6  5.59e-6  6.16e-6  6.44e-6  7.66e-6  1.90e-6  3.14e-6  1.85e-6  2.24e-6  2.89e-6  3.20e-6  3.9e-6   1.72e-6  3.69e-6  2.13e-6  2.50e-6  3.23e-6  3.76e-6  4.34e-6  7.58e-6  6.93e-6  6.10e-6  6.60e-6  5.59e-6  3.84e-6  3.75e-6  4.77e-7  5.25e-7  1.19e-6  1.35e-6  2.24e-6  2.83e-6  4.69e-7  1.21e-6  2.50e-6  2.29e-6  2.49e-6  5.65e-6 
 65 Cu 1.73e-5  1.74e-5  1.73e-5  1.76e-5  1.74e-5  1.62e-5  1.39e-5  3.34e-6  3.42e-6  3.47e-6  3.49e-6  3.35e-6  3.22e-6  2.89e-6  7.54e-6  7.68e-6  7.54e-6  7.61e-6  7.60e-6  7.55e-6  7.25e-6  2.21e-5  2.6e-5   1.68e-5  2.59e-5  1.76e-5  1.27e-5  1.39e-5  3.10e-6  1.82e-6  2.11e-6  2.17e-6  3.49e-6  6.87e-6  1.89e-6  1.76e-6  7.61e-6  4.82e-6  9.8e-6   1.28e-5 
 64 Zn 2.13e-4  1.88e-4  1.20e-4  1.16e-4  1.12e-4  1.0e-4   8.22e-5  1.30e-4  8.61e-5  1.68e-5  1.30e-5  9.70e-6  7.81e-6  6.14e-6  1.44e-4  1.31e-4  3.10e-5  2.70e-5  2.38e-5  2.20e-5  2.0e-5   1.6e-4   1.3e-4   7.2e-5   1.46e-4  1.16e-4  8.74e-5  7.18e-5  1.16e-5  1.19e-5  1.71e-5  1.32e-5  1.30e-5  4.32e-5  1.57e-5  9.39e-6  2.70e-5  2.48e-5  7.18e-5  2.3e-4  
 66 Zn 3.87e-5  4.6e-5   4.33e-5  5.2e-5   5.65e-5  5.75e-5  6.31e-5  7.96e-6  9.62e-6  1.58e-5  2.15e-5  2.67e-5  2.71e-5  2.33e-5  8.34e-6  1.1e-5   1.70e-5  2.41e-5  3.35e-5  3.76e-5  3.80e-5  4.63e-5  6.76e-5  5.21e-5  7.15e-5  5.2e-5   4.32e-5  4.23e-5  7.85e-6  9.57e-6  1.49e-5  1.73e-5  2.15e-5  2.83e-5  2.15e-6  1.81e-5  2.41e-5  2.33e-5  2.52e-5  1.65e-5 
 67 Zn 4.83e-6  4.83e-6  4.18e-6  4.36e-6  4.20e-6  3.70e-6  3.97e-6  1.21e-6  1.20e-6  1.20e-6  1.21e-6  1.21e-6  1.24e-6  1.24e-6  3.40e-7  3.33e-7  3.34e-7  3.41e-7  3.53e-7  3.62e-7  3.71e-7  7.95e-6  7.76e-6  6.11e-6  6.29e-6  4.36e-6  2.63e-6  3.7e-6   3.36e-7  3.35e-7  3.16e-7  3.61e-7  1.21e-6  2.25e-6  1.91e-7  1.89e-7  3.41e-7  2.13e-7  6.33e-7  2.31e-6 
 68 Zn 6.64e-6  6.37e-6  7.52e-6  7.56e-6  7.51e-6  6.36e-6  4.42e-6  8.43e-7  5.39e-7  4.9e-7   4.7e-7   4.7e-7   4.17e-7  4.22e-7  1.4e-6   6.8e-7   3.75e-7  3.71e-7  3.71e-7  3.72e-7  3.87e-7  4.15e-6  4.56e-6  3.34e-6  1.5e-5   7.56e-6  3.93e-6  3.27e-6  4.42e-7  4.83e-7  4.55e-7  2.69e-7  4.7e-7   2.25e-6  1.0e-6   2.82e-7  3.71e-7  2.25e-7  2.9e-6   3.74e-6 
 70 Zn 1.99e-16 2.38e-16 2.40e-15 1.10e-13 1.16e-15 6.22e-12 4.92e-17 5.14e-17 5.52e-17 4.40e-15 5.22e-17 5.14e-17 5.7e-17  5.6e-17  1.62e-18 1.48e-18 1.99e-18 1.97e-18 1.12e-16 1.64e-18 1.62e-18 4.40e-15 6.16e-17 3.36e-11 5.53e-17 1.10e-13 2.26e-14 2.28e-16 4.23e-15 4.3e-14  1.96e-17 1.29e-15 5.22e-17 9.12e-19 2.71e-15 1.77e-16 1.97e-18 2.46e-16 9.85e-15 4.73e-18
