apstar_id,apogee_id,ra,dec,teff,logg,fparam_logvmicro,fparam_m_h,fparam_alpha_m,mn_fe,mn_fe_err
apogee.apo25m.s.stars.4201.2M15203549+0142503,2M15203549+0142503,230.147883,1.713998,4540.001,2.392754,0.15352,0.26796,0.10651,0.02646121,0.01763488
apogee.apo25m.s.stars.4201.2M15203477+0152508,2M15203477+0152508,230.144908,1.880789,4927.567,3.004794,0.14053,-0.47307,0.25827,-0.1818905,0.05321003
apogee.apo25m.s.stars.4201.2M15203065+0142080,2M15203065+0142080,230.12771,1.702243,4973.008,3.305521,0.0527,-0.28813,0.21456,-0.09957638,0.03272849
apogee.apo25m.s.stars.4201.2M15194125+0202293,2M15194125+0202293,229.921906,2.041484,4752.932,2.35437,0.14595,-0.28854,0.20612,-0.1266763,0.02585597
apogee.apo25m.s.stars.4201.2M15193175+0222472,2M15193175+0222472,229.882333,2.379786,4787.714,3.044202,0.058556,0.070596,0.11805,-0.04268871,0.02137594
apogee.apo25m.s.stars.4201.2M15185763+0200362,2M15185763+0200362,229.740162,2.010062,4892.042,2.873008,0.071692,-0.57828,0.30814,-0.1616142,0.04984784
apogee.apo25m.s.stars.4201.2M15182534+0222147,2M15182534+0222147,229.605594,2.370767,4888.074,2.352105,0.10994,-0.76209,0.30456,-0.2690932,0.07553867
apogee.apo25m.s.stars.4201.2M15182236+0150365,2M15182236+0150365,229.593174,1.843483,4998.266,3.358922,0.013069,-0.16039,0.14076,-0.04865323,0.0383
apogee.apo25m.s.stars.4201.2M15175007+0212567,2M15175007+0212567,229.458626,2.215774,4548.685,2.788353,0.073601,0.41435,0.069396,0.102985,0.01629433
apogee.apo25m.s.stars.4201.2M15174569+0122462,2M15174569+0122462,229.440378,1.379525,4621.199,2.463961,0.097208,-0.37793,0.28859,-0.334955,0.04680413
apogee.apo25m.s.stars.4201.2M15171010+0109022,2M15171010+0109022,229.292116,1.150627,4908.364,3.181844,-0.12163,-0.45476,0.21436,-0.2157769,0.05155151
apogee.apo25m.s.stars.4201.2M15170975+0150482,2M15170975+0150482,229.290628,1.846746,5050.597,3.111667,0.17162,-0.55495,0.29128,-0.2055682,0.05455668
apogee.apo25m.s.stars.4201.2M15170458+0114368,2M15170458+0114368,229.269096,1.24357,4465.506,1.945307,0.2582,-0.36202,0.18797,-0.2114425,0.0245084
apogee.apo25m.s.stars.4201.2M15164780+0220043,2M15164780+0220043,229.1992,2.334547,4510.215,2.091051,0.17097,-0.40686,0.11796,-0.1318311,0.02550881
apogee.apo25m.s.stars.4201.2M15164413+0130408,2M15164413+0130408,229.183913,1.511341,4829.446,2.445161,0.092429,-0.39307,0.1871,-0.193154,0.04388629
apogee.apo25m.s.stars.4201.2M15162233+0148097,2M15162233+0148097,229.093057,1.802721,5030.911,2.385713,0.16263,-0.67292,0.2845,-0.1523948,0.03519556
apogee.apo25m.s.stars.4201.2M15162202+0149258,2M15162202+0149258,229.091752,1.823837,4348.029,1.838039,0.1606,-0.61585,0.30016,-0.3426638,0.02720203
apogee.apo25m.s.stars.4201.2M15161992+0151592,2M15161992+0151592,229.083029,1.866456,4978.877,2.960201,-0.029423,-0.66842,0.30574,-0.2267282,0.04710909
apogee.apo25m.s.stars.4201.2M15154123+0150230,2M15154123+0150230,228.921829,1.839738,4114.191,1.470987,0.21491,-0.42444,0.26999,-0.2103419,0.02260557
apogee.apo25m.s.stars.4201.2M15152819+0153131,2M15152819+0153131,228.86748,1.886976,4674.287,2.377307,0.091531,-0.59044,0.27217,-0.18308,0.0439363
apogee.apo25m.s.stars.4201.2M15152317+0204085,2M15152317+0204085,228.846568,2.069048,4987.624,3.472389,-0.025335,-0.22954,0.033238,-0.06524757,0.02702675
apogee.apo25m.s.stars.4201.2M15152183+0200242,2M15152183+0200242,228.840992,2.006741,4830.43,2.79891,0.11457,-0.52763,0.25617,-0.1924053,0.03913951
apogee.apo25m.s.stars.4201.2M15152127+0228593,2M15152127+0228593,228.838638,2.483147,4536.109,2.196162,0.20236,-0.4465,0.28169,-0.2312873,0.04418383
apogee.apo25m.s.stars.5200.2M15152185+0201438,2M15152185+0201438,228.841046,2.028847,4847.123,2.418006,0.16941,-0.98371,0.3023,-0.4007267,0.09371019
apogee.apo25m.s.stars.5200.2M15152183+0200242,2M15152183+0200242,228.840992,2.006741,4865.523,2.453578,0.13272,-0.49427,0.23148,-0.06373388,0.06464277
apogee.apo25m.s.stars.5200.2M15152127+0228593,2M15152127+0228593,228.838638,2.483147,4542.13,2.142644,0.12784,-0.46143,0.3037,-0.1892112,0.04124181
apogee.apo25m.s.stars.5200.2M15144691+0207541,2M15144691+0207541,228.695479,2.131696,4306.449,2.068707,0.091176,0.1336,0.026491,0.01955791,0.01760294
apogee.apo25m.s.stars.5200.2M15143669+0156208,2M15143669+0156208,228.652903,1.939127,4659.616,2.851739,0.035702,0.16555,0.008904,0.00842239,0.01942845
apogee.apo25m.s.stars.5092.2M15144250+0212280,2M15144250+0212280,228.677087,2.207804,4985.901,3.329554,0.12619,-0.24464,0.18579,-0.1047456,0.0361287
apogee.apo25m.s.stars.5092.2M15143669+0156208,2M15143669+0156208,228.652903,1.939127,4691.371,2.904613,0.09571,0.15999,0.050249,-0.01472351,0.01969446
apogee.apo25m.s.stars.4201.2M15145727+0228185,2M15145727+0228185,228.738663,2.471813,5055.734,2.474896,0.17448,-0.39643,0.17314,-0.08767781,0.06314152
apogee.apo25m.s.stars.4201.2M15144691+0207541,2M15144691+0207541,228.695479,2.131696,4310.378,2.036566,0.1326,0.17552,0.053248,0.04343674,0.01721646
apogee.apo25m.s.stars.4201.2M15143669+0156208,2M15143669+0156208,228.652903,1.939127,4682.681,2.900011,0.079291,0.16296,0.033696,0.02493595,0.01960538
